time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
2.878296,"(-0.146106, 0.016507, -0.000572)","(-0.167263, 0.983357, 0.070941)","(-0.583146, -0.810174, 0.059662)","(0.699369, -0.709305, 0.08815)","(-0.807934, -0.307251, 0.502832)","(0.202691, 0.526343, 0.82576)","(0.109852, -0.955569, 0.273534)","(0.285578, -0.894261, 0.344591)","(-0.246048, -0.799128, -0.548502)","(0.214829, -0.739906, -0.637486)"
2.917078,"(-0.151504, 0.005451, -0.005028)","(-0.177127, 0.981446, 0.073411)","(-0.566263, -0.821547, 0.066383)","(0.653155, -0.744862, 0.136267)","(-0.79361, -0.363191, 0.488134)","(0.235648, 0.555494, 0.797431)","(0.124239, -0.961663, 0.244479)","(0.309269, -0.872027, 0.37937)","(-0.271259, -0.795344, -0.542077)","(0.209348, -0.728573, -0.652193)"
2.95586,"(-0.155785, 0.00029, -0.009518)","(-0.184393, 0.979967, 0.075262)","(-0.556269, -0.827577, 0.075373)","(0.60522, -0.778249, 0.167443)","(-0.784525, -0.380365, 0.489738)","(0.267974, 0.549444, 0.791392)","(0.134368, -0.965319, 0.223841)","(0.32077, -0.859927, 0.39703)","(-0.278615, -0.801738, -0.528762)","(0.211962, -0.725464, -0.654809)"
2.995525,"(-0.158937, 0.001496, -0.014038)","(-0.18909, 0.978991, 0.076297)","(-0.551967, -0.829218, 0.087927)","(0.559811, -0.808224, 0.18272)","(-0.782293, -0.361284, 0.507436)","(0.296379, 0.509409, 0.807875)","(0.138188, -0.966731, 0.215259)","(0.319518, -0.859258, 0.399481)","(-0.277409, -0.812252, -0.513119)","(0.221223, -0.729878, -0.646791)"
3.035112,"(-0.160979, 0.009245, -0.018431)","(-0.191269, 0.978558, 0.076427)","(-0.552532, -0.826854, 0.104986)","(0.529883, -0.827919, 0.183778)","(-0.785053, -0.303795, 0.539815)","(0.317031, 0.439462, 0.840455)","(0.138042, -0.96526, 0.22185)","(0.305611, -0.870994, 0.384671)","(-0.271515, -0.82393, -0.497411)","(0.239768, -0.741468, -0.626687)"
3.073311,"(-0.161874, 0.022308, -0.022717)","(-0.190842, 0.978708, 0.075565)","(-0.558148, -0.820236, 0.125233)","(0.516058, -0.838016, 0.17724)","(-0.787167, -0.207402, 0.58082)","(0.330506, 0.346993, 0.877703)","(0.139388, -0.956591, 0.255938)","(0.283994, -0.891542, 0.352846)","(-0.26669, -0.830234, -0.489477)","(0.268274, -0.758686, -0.593654)"
3.112143,"(-0.161626, 0.036973, -0.026612)","(-0.187924, 0.979419, 0.073641)","(-0.567142, -0.810357, 0.147213)","(0.5188, -0.838284, 0.167712)","(-0.781358, -0.079688, 0.618974)","(0.339112, 0.24312, 0.908788)","(0.130523, -0.947217, 0.29282)","(0.26495, -0.911255, 0.315302)","(-0.255189, -0.840083, -0.478686)","(0.314777, -0.771449, -0.552976)"
3.149748,"(-0.160284, 0.049859, -0.030246)","(-0.182405, 0.980685, 0.070603)","(-0.579048, -0.797381, 0.169961)","(0.542391, -0.826975, 0.148068)","(-0.758425, 0.075321, 0.647393)","(0.334235, 0.115437, 0.935394)","(0.110694, -0.938855, 0.326036)","(0.252609, -0.926958, 0.277377)","(-0.231714, -0.854299, -0.465276)","(0.37574, -0.774966, -0.50818)"
3.187817,"(-0.157909, 0.057434, -0.033421)","(-0.17464, 0.982367, 0.06675)","(-0.591468, -0.783413, 0.190865)","(0.587086, -0.80086, 0.118123)","(-0.715075, 0.23437, 0.658588)","(0.317457, -0.029033, 0.947828)","(0.092467, -0.92352, 0.372236)","(0.247998, -0.936783, 0.246852)","(-0.194942, -0.865614, -0.461206)","(0.437095, -0.768184, -0.467806)"
3.226959,"(-0.154424, 0.059117, -0.036249)","(-0.164407, 0.984426, 0.062249)","(-0.602884, -0.76979, 0.209653)","(0.649448, -0.755657, 0.08485)","(-0.651296, 0.386137, 0.653231)","(0.301956, -0.180848, 0.936011)","(0.070196, -0.900956, 0.428194)","(0.245528, -0.942891, 0.225105)","(-0.140367, -0.873748, -0.465684)","(0.492797, -0.753078, -0.435919)"
3.265585,"(-0.149722, 0.054851, -0.038711)","(-0.151502, 0.986783, 0.057499)","(-0.611926, -0.758199, 0.225125)","(0.721775, -0.689728, 0.057588)","(-0.572774, 0.516371, 0.636625)","(0.298753, -0.323063, 0.897985)","(0.039737, -0.873953, 0.484383)","(0.239174, -0.947229, 0.213431)","(-0.067858, -0.877792, -0.474211)","(0.538553, -0.731788, -0.417668)"
3.305754,"(-0.143989, 0.045285, -0.04067)","(-0.136543, 0.989199, 0.053311)","(-0.617558, -0.75051, 0.23528)","(0.785945, -0.616736, 0.0439)","(-0.493322, 0.610368, 0.619746)","(0.311396, -0.431208, 0.846813)","(0.001098, -0.847106, 0.531423)","(0.224186, -0.950702, 0.214255)","(0.011817, -0.875369, -0.483311)","(0.573519, -0.705281, -0.416718)"
3.344635,"(-0.137038, 0.031768, -0.042135)","(-0.118827, 0.991655, 0.050012)","(-0.617175, -0.748875, 0.241416)","(0.834391, -0.54968, 0.04054)","(-0.422501, 0.67064, 0.609701)","(0.332045, -0.503134, 0.797874)","(-0.045403, -0.821743, 0.568046)","(0.198227, -0.953614, 0.226554)","(0.0886, -0.866195, -0.491788)","(0.600917, -0.673897, -0.429839)"
3.383926,"(-0.129118, 0.018696, -0.043219)","(-0.099773, 0.993845, 0.048133)","(-0.612301, -0.752836, 0.241508)","(0.862358, -0.504673, 0.040553)","(-0.370769, 0.695, 0.61604)","(0.345431, -0.541215, 0.766658)","(-0.094428, -0.8013, 0.590764)","(0.16737, -0.955095, 0.244502)","(0.144275, -0.855225, -0.49777)","(0.618913, -0.645275, -0.447848)"
3.421886,"(-0.120453, 0.009257, -0.043671)","(-0.078852, 0.995746, 0.047663)","(-0.602172, -0.76275, 0.235799)","(0.874183, -0.484195, 0.036864)","(-0.33867, 0.688445, 0.641363)","(0.343834, -0.55721, 0.755841)","(-0.142032, -0.785833, 0.601909)","(0.139326, -0.955495, 0.260036)","(0.173674, -0.846932, -0.502537)","(0.628862, -0.624587, -0.463059)"
3.462366,"(-0.111306, 0.005435, -0.043671)","(-0.057331, 0.997179, 0.048447)","(-0.585703, -0.779445, 0.222302)","(0.875373, -0.482966, 0.02159)","(-0.325311, 0.648574, 0.688131)","(0.321109, -0.559502, 0.764098)","(-0.178549, -0.777342, 0.603208)","(0.118322, -0.956061, 0.268232)","(0.185313, -0.844219, -0.502945)","(0.629484, -0.616296, -0.473212)"
3.500334,"(-0.100944, 0.007461, -0.043068)","(-0.033321, 0.998228, 0.049308)","(-0.560079, -0.804968, 0.195802)","(0.866435, -0.499165, -0.011155)","(-0.324858, 0.561034, 0.761385)","(0.272226, -0.544395, 0.793427)","(-0.200411, -0.778709, 0.594515)","(0.104476, -0.957443, 0.269049)","(0.185459, -0.848553, -0.495544)","(0.61977, -0.620849, -0.480033)"
3.538713,"(-0.090817, 0.014962, -0.041851)","(-0.010202, 0.998719, 0.049562)","(-0.530249, -0.833072, 0.157565)","(0.846259, -0.53016, -0.0527)","(-0.328532, 0.430751, 0.840547)","(0.20909, -0.503137, 0.838531)","(-0.204185, -0.790657, 0.577209)","(0.097619, -0.959302, 0.264971)","(0.174918, -0.858732, -0.481646)","(0.60027, -0.637109, -0.483497)"
3.577806,"(-0.080357, 0.026877, -0.040024)","(0.013307, 0.998699, 0.049227)","(-0.498018, -0.860677, 0.105888)","(0.8128, -0.574486, -0.09655)","(-0.325862, 0.254402, 0.910546)","(0.141172, -0.423945, 0.894618)","(-0.192189, -0.812464, 0.550424)","(0.093832, -0.961111, 0.259735)","(0.155174, -0.873077, -0.462231)","(0.569457, -0.663332, -0.485499)"
3.616394,"(-0.069571, 0.040467, -0.03768)","(0.036927, 0.99815, 0.048308)","(-0.468242, -0.882535, 0.043382)","(0.766957, -0.628074, -0.13153)","(-0.309921, 0.047004, 0.9496)","(0.084753, -0.302551, 0.949358)","(-0.167011, -0.84106, 0.514514)","(0.087065, -0.962383, 0.257368)","(0.127796, -0.888541, -0.440639)","(0.522911, -0.696591, -0.491249)"
3.657297,"(-0.059245, 0.051749, -0.034728)","(0.059475, 0.997128, 0.046888)","(-0.445608, -0.895014, -0.01961)","(0.716793, -0.681693, -0.146639)","(-0.283163, -0.153719, 0.946673)","(0.051416, -0.158569, 0.986008)","(-0.139946, -0.867071, 0.478125)","(0.077415, -0.962541, 0.259851)","(0.087937, -0.899462, -0.428059)","(0.460876, -0.730117, -0.504502)"
3.700796,"(-0.048631, 0.058351, -0.031148)","(0.08206, 0.995622, 0.044751)","(-0.433199, -0.897633, -0.081207)","(0.669569, -0.730237, -0.135761)","(-0.248797, -0.334646, 0.908907)","(0.039446, -0.004391, 0.999212)","(-0.121168, -0.885973, 0.447627)","(0.065457, -0.960742, 0.26961)","(0.02309, -0.900772, -0.433678)","(0.378588, -0.760365, -0.527747)"
3.745735,"(-0.037998, 0.05834, -0.026893)","(0.104015, 0.993698, 0.041782)","(-0.430781, -0.892525, -0.133519)","(0.633967, -0.767266, -0.096898)","(-0.214806, -0.473553, 0.85417)","(0.043282, 0.134724, 0.989937)","(-0.111423, -0.90406, 0.412626)","(0.055344, -0.95609, 0.287799)","(-0.066258, -0.890146, -0.450832)","(0.281616, -0.780909, -0.55756)"
3.78966,"(-0.027921, 0.051332, -0.022041)","(0.124282, 0.991511, 0.038219)","(-0.439496, -0.881734, -0.171433)","(0.616801, -0.786648, -0.02722)","(-0.182283, -0.56457, 0.805005)","(0.057289, 0.245437, 0.967718)","(-0.11181, -0.927326, 0.357164)","(0.053792, -0.947134, 0.316297)","(-0.166299, -0.869694, -0.464734)","(0.188867, -0.784446, -0.59074)"
3.834507,"(-0.019179, 0.039568, -0.016944)","(0.141305, 0.989364, 0.034511)","(-0.457484, -0.867347, -0.196006)","(0.613984, -0.782784, 0.101357)","(-0.148014, -0.624283, 0.767048)","(0.088566, 0.35345, 0.931252)","(-0.125777, -0.952616, 0.276952)","(0.062452, -0.933273, 0.353696)","(-0.250276, -0.850636, -0.462365)","(0.123721, -0.769537, -0.626503)"
3.879675,"(-0.011488, 0.024718, -0.011461)","(0.155631, 0.987333, 0.030866)","(-0.485467, -0.849299, -0.207396)","(0.618084, -0.737043, 0.273385)","(-0.11401, -0.657633, 0.744662)","(0.131551, 0.451702, 0.882417)","(-0.149533, -0.970454, 0.189364)","(0.078415, -0.914596, 0.396693)","(-0.308188, -0.840002, -0.446561)","(0.086806, -0.740573, -0.666345)"
3.925201,"(-0.005186, 0.00949, -0.005872)","(0.166796, 0.985604, 0.027637)","(-0.519414, -0.829235, -0.206348)","(0.625855, -0.658212, 0.418405)","(-0.08851, -0.66114, 0.745023)","(0.165246, 0.507886, 0.845426)","(-0.158196, -0.975222, 0.154646)","(0.089458, -0.899325, 0.428032)","(-0.344041, -0.821207, -0.455252)","(0.065378, -0.709885, -0.701277)"
3.972971,"(-0.000385, 0.000555, -0.000452)","(0.174635, 0.984312, 0.02516)","(-0.554071, -0.808103, -0.19994)","(0.636388, -0.596621, 0.488931)","(-0.076844, -0.640876, 0.763789)","(0.172592, 0.516158, 0.838923)","(-0.154649, -0.976115, 0.152588)","(0.088099, -0.894457, 0.438389)","(-0.365456, -0.801455, -0.473404)","(0.058174, -0.689536, -0.721911)"
4.028971,"(0.003106, 0.007819, 0.004645)","(0.179698, 0.983441, 0.0235)","(-0.583544, -0.788823, -0.192961)","(0.645498, -0.57103, 0.507205)","(-0.077316, -0.597956, 0.797791)","(0.162005, 0.482676, 0.860685)","(-0.163194, -0.978902, 0.122959)","(0.070904, -0.906913, 0.415309)","(-0.366761, -0.813867, -0.450673)","(0.066346, -0.697029, -0.713967)"
4.116295,"(0.004942, 0.026553, 0.009884)","(0.180924, 0.983227, 0.023042)","(-0.600458, -0.777665, -0.186248)","(0.644019, -0.593495, 0.482704)","(-0.098218, -0.505625, 0.857145)","(0.143491, 0.366757, 0.919184)","(-0.158058, -0.974514, 0.159186)","(0.036168, -0.933119, 0.357744)","(-0.369195, -0.810513, -0.454714)","(0.09891, -0.72542, -0.681163)"
4.157944,"(0.003208, 0.052181, 0.016667)","(0.173504, 0.984446, 0.027627)","(-0.596271, -0.783996, -0.172657)","(0.639037, -0.695689, 0.328099)","(-0.190886, -0.267382, 0.944494)","(0.104, 0.024888, 0.994266)","(-0.158468, -0.947132, 0.278979)","(-0.005819, -0.961342, 0.275297)","(-0.344655, -0.80417, -0.484276)","(0.234851, -0.742764, -0.627014)"
4.203533,"(0.00037, 0.058383, 0.019327)","(0.165758, 0.985643, 0.032139)","(-0.589321, -0.791782, -0.160569)","(0.647061, -0.732139, 0.212802)","(-0.253168, -0.131161, 0.95849)","(0.088316, -0.167658, 0.981882)","(-0.170067, -0.926458, 0.335788)","(-0.014671, -0.969719, 0.243781)","(-0.301371, -0.812195, -0.499515)","(0.321526, -0.732481, -0.600077)"
4.254637,"(-0.00419, 0.058097, 0.021773)","(0.154039, 0.987325, 0.038237)","(-0.585178, -0.79818, -0.143091)","(0.665077, -0.742204, 0.0825)","(-0.318831, 0.011512, 0.947742)","(0.079511, -0.355104, 0.931439)","(-0.1922, -0.895226, 0.402033)","(-0.018476, -0.976802, 0.213347)","(-0.226319, -0.821289, -0.523703)","(0.407674, -0.711234, -0.572668)"
4.319117,"(-0.011277, 0.048501, 0.024149)","(0.13676, 0.989545, 0.045794)","(-0.588491, -0.799343, -0.121361)","(0.696322, -0.716458, -0.042719)","(-0.376904, 0.145903, 0.914689)","(0.083623, -0.509268, 0.856536)","(-0.227529, -0.857413, 0.4616)","(-0.01967, -0.982202, 0.186793)","(-0.115343, -0.826403, -0.55114)","(0.48187, -0.679162, -0.55366)"
4.363724,"(-0.022477, 0.026997, 0.025957)","(0.109032, 0.992543, 0.054511)","(-0.605969, -0.789852, -0.094534)","(0.749545, -0.643565, -0.154941)","(-0.421193, 0.269808, 0.86591)","(0.106744, -0.623028, 0.774882)","(-0.277462, -0.820745, 0.499391)","(-0.025084, -0.984237, 0.175067)","(0.027, -0.819096, -0.573021)","(0.544521, -0.631754, -0.551711)"
4.409586,"(-0.031814, 0.013483, 0.026707)","(0.086307, 0.994512, 0.059136)","(-0.633322, -0.7705, -0.072343)","(0.801973, -0.549758, -0.23368)","(-0.43624, 0.349175, 0.82932)","(0.137626, -0.684694, 0.715719)","(-0.302431, -0.809079, 0.503911)","(-0.023952, -0.984146, 0.175736)","(0.095331, -0.810208, -0.578338)","(0.572412, -0.603384, -0.555223)"
4.455835,"(-0.042523, 0.00607, 0.026896)","(0.060489, 0.996231, 0.062169)","(-0.665257, -0.745211, -0.045758)","(0.855118, -0.415978, -0.309412)","(-0.446204, 0.421615, 0.789394)","(0.178433, -0.733108, 0.656288)","(-0.31316, -0.808574, 0.498135)","(-0.010146, -0.984397, 0.175668)","(0.132959, -0.804931, -0.57828)","(0.587704, -0.587445, -0.556339)"
4.501925,"(-0.054214, 0.006713, 0.026455)","(0.032644, 0.997426, 0.06385)","(-0.695724, -0.718036, -0.019812)","(0.888271, -0.279822, -0.364245)","(-0.459537, 0.472778, 0.751869)","(0.215617, -0.755798, 0.618287)","(-0.300367, -0.818256, 0.49014)","(0.019884, -0.985305, 0.169643)","(0.153895, -0.805012, -0.57295)","(0.588746, -0.589444, -0.553113)"
4.549322,"(-0.066476, 0.015384, 0.025358)","(0.003922, 0.997896, 0.064716)","(-0.716235, -0.697858, 0.001086)","(0.898152, -0.18832, -0.397314)","(-0.486387, 0.493504, 0.721028)","(0.237351, -0.74881, 0.618828)","(-0.263987, -0.83609, 0.480899)","(0.061994, -0.985335, 0.158974)","(0.160611, -0.811257, -0.562198)","(0.575174, -0.610488, -0.544499)"
4.596018,"(-0.079294, 0.030602, 0.023492)","(-0.025862, 0.997563, 0.064805)","(-0.723818, -0.689793, 0.016525)","(0.894851, -0.160792, -0.416398)","(-0.53115, 0.483573, 0.695728)","(0.241635, -0.711036, 0.660334)","(-0.204876, -0.859538, 0.46821)","(0.10893, -0.983155, 0.146766)","(0.154476, -0.823827, -0.545386)","(0.54571, -0.64904, -0.530044)"
4.641344,"(-0.09213, 0.046316, 0.021149)","(-0.054514, 0.996462, 0.063965)","(-0.71986, -0.693567, 0.027683)","(0.884128, -0.207641, -0.418572)","(-0.596458, 0.434387, 0.674941)","(0.226846, -0.611766, 0.757815)","(-0.130496, -0.881932, 0.452953)","(0.147588, -0.979267, 0.138761)","(0.134714, -0.838022, -0.528746)","(0.497931, -0.695192, -0.518433)"
4.688351,"(-0.104127, 0.056494, 0.018167)","(-0.080935, 0.994739, 0.062805)","(-0.706525, -0.706775, 0.035952)","(0.865134, -0.327076, -0.380216)","(-0.675558, 0.337863, 0.655339)","(0.197797, -0.404312, 0.892977)","(-0.060936, -0.899258, 0.433153)","(0.172692, -0.974703, 0.141886)","(0.088685, -0.84892, -0.521028)","(0.436303, -0.735602, -0.518199)"
4.735746,"(-0.115907, 0.059079, 0.014503)","(-0.106236, 0.992352, 0.062861)","(-0.682623, -0.729514, 0.042833)","(0.831198, -0.486528, -0.269073)","(-0.754467, 0.189771, 0.628304)","(0.171143, -0.079991, 0.981994)","(0.000911, -0.915117, 0.403187)","(0.189577, -0.968443, 0.161797)","(0.01217, -0.852687, -0.52228)","(0.362646, -0.765319, -0.531766)"
4.785362,"(-0.126816, 0.052495, 0.010249)","(-0.12906, 0.989548, 0.064329)","(-0.651751, -0.756915, 0.047969)","(0.790011, -0.601647, -0.117909)","(-0.806612, 0.012031, 0.590959)","(0.163766, 0.231204, 0.959023)","(0.048889, -0.930282, 0.363574)","(0.208225, -0.956354, 0.205013)","(-0.080266, -0.84408, -0.530176)","(0.292742, -0.775793, -0.558969)"
4.848867,"(-0.136914, 0.036779, 0.005256)","(-0.149465, 0.986486, 0.067119)","(-0.615235, -0.78658, 0.052702)","(0.749524, -0.661977, 0.000376)","(-0.821565, -0.167874, 0.544839)","(0.172822, 0.423017, 0.889488)","(0.084298, -0.94359, 0.320206)","(0.241142, -0.931706, 0.271616)","(-0.173456, -0.821793, -0.542742)","(0.239413, -0.764465, -0.598561)"
4.892248,"(-0.147533, 0.013319, -0.001659)","(-0.169931, 0.982856, 0.071542)","(-0.57833, -0.813508, 0.061153)","(0.68845, -0.718163, 0.101383)","(-0.804201, -0.324675, 0.497843)","(0.210366, 0.536927, 0.81698)","(0.113488, -0.95733, 0.265781)","(0.292261, -0.888021, 0.354968)","(-0.254316, -0.796986, -0.547847)","(0.212683, -0.736327, -0.642331)"
4.93853,"(-0.153172, 0.002852, -0.00664)","(-0.18005, 0.98086, 0.074137)","(-0.561811, -0.824352, 0.069367)","(0.635425, -0.757525, 0.149636)","(-0.789499, -0.373729, 0.486844)","(0.24797, 0.557006, 0.792626)","(0.129054, -0.96315, 0.235981)","(0.314817, -0.866383, 0.387649)","(-0.275144, -0.796902, -0.537814)","(0.209565, -0.7265, -0.654431)"
4.990191,"(-0.157647, 0.000187, -0.012017)","(-0.18729, 0.979362, 0.075981)","(-0.553339, -0.828931, 0.081784)","(0.577651, -0.796543, 0.178433)","(-0.782525, -0.374189, 0.497632)","(0.284787, 0.531156, 0.797979)","(0.136967, -0.966443, 0.217318)","(0.32159, -0.858157, 0.400183)","(-0.278738, -0.807294, -0.520174)","(0.21631, -0.727008, -0.651667)"
5.077879,"(-0.160762, 0.00787, -0.01782)","(-0.191127, 0.978582, 0.076468)","(-0.55218, -0.827402, 0.102486)","(0.533245, -0.825686, 0.184099)","(-0.784574, -0.313758, 0.534789)","(0.314677, 0.450368, 0.835552)","(0.137921, -0.965846, 0.219361)","(0.307971, -0.868868, 0.387585)","(-0.272266, -0.822646, -0.499124)","(0.236814, -0.739495, -0.630132)"
5.121803,"(-0.161519, 0.038691, -0.027056)","(-0.187403, 0.97954, 0.073363)","(-0.568509, -0.808914, 0.149854)","(0.520433, -0.837584, 0.166142)","(-0.779655, -0.062451, 0.623087)","(0.339445, 0.229486, 0.912203)","(0.128121, -0.946521, 0.296114)","(0.263022, -0.91341, 0.310647)","(-0.253118, -0.841803, -0.476759)","(0.321551, -0.77241, -0.547712)"
5.167725,"(-0.159761, 0.05237, -0.031093)","(-0.180633, 0.981076, 0.069732)","(-0.582191, -0.793862, 0.175605)","(0.551897, -0.821868, 0.141216)","(-0.749434, 0.116268, 0.65179)","(0.330665, 0.079858, 0.940363)","(0.105843, -0.935726, 0.336472)","(0.250947, -0.929958, 0.268707)","(-0.223708, -0.857564, -0.463184)","(0.391729, -0.774179, -0.497187)"
5.217251,"(-0.156398, 0.058993, -0.034823)","(-0.170088, 0.983311, 0.06458)","(-0.597185, -0.776767, 0.20001)","(0.614656, -0.782134, 0.102294)","(-0.687023, 0.307967, 0.658146)","(0.309031, -0.101035, 0.94567)","(0.082823, -0.913712, 0.397833)","(0.246834, -0.939995, 0.235547)","(-0.171598, -0.869879, -0.462456)","(0.464452, -0.761944, -0.451361)"
5.264442,"(-0.151, 0.056433, -0.03815)","(-0.154913, 0.986188, 0.058617)","(-0.610035, -0.760716, 0.221739)","(0.704217, -0.707171, 0.063154)","(-0.592861, 0.487166, 0.641238)","(0.298006, -0.290213, 0.909378)","(0.048159, -0.880799, 0.471035)","(0.241364, -0.946254, 0.215284)","(-0.086993, -0.877291, -0.472009)","(0.528236, -0.737564, -0.420673)"
5.31851,"(-0.144176, 0.045631, -0.040618)","(-0.137017, 0.989127, 0.053423)","(-0.617348, -0.750742, 0.235092)","(0.78426, -0.618862, 0.044109)","(-0.495702, 0.608092, 0.620084)","(0.310839, -0.428615, 0.848333)","(0.002365, -0.847876, 0.53019)","(0.224782, -0.950611, 0.214038)","(0.009491, -0.875543, -0.483047)","(0.5726, -0.706145, -0.416519)"
5.363176,"(-0.13473, 0.027265, -0.042434)","(-0.112744, 0.992406, 0.049187)","(-0.616102, -0.749542, 0.242085)","(0.845556, -0.532345, 0.040544)","(-0.403427, 0.682172, 0.609826)","(0.337596, -0.518769, 0.785435)","(-0.060419, -0.814612, 0.576851)","(0.188264, -0.95432, 0.232014)","(0.109184, -0.862396, -0.494319)","(0.607643, -0.664006, -0.435735)"
5.410666,"(-0.125171, 0.013614, -0.043468)","(-0.090102, 0.994787, 0.047754)","(-0.60819, -0.756786, 0.23954)","(0.869826, -0.491774, 0.039511)","(-0.35308, 0.695698, 0.625571)","(0.346846, -0.551165, 0.758891)","(-0.116965, -0.793545, 0.597164)","(0.153786, -0.955313, 0.252441)","(0.161616, -0.850788, -0.500041)","(0.624648, -0.6342, -0.455637)"
5.461105,"(-0.114079, 0.005991, -0.043707)","(-0.063833, 0.996798, 0.048168)","(-0.591409, -0.773685, 0.227259)","(0.875885, -0.481725, 0.027674)","(-0.327661, 0.664224, 0.671897)","(0.330282, -0.559963, 0.759839)","(-0.169271, -0.779071, 0.603652)","(0.123786, -0.955863, 0.266465)","(0.183045, -0.844388, -0.503491)","(0.630264, -0.617481, -0.470622)"
5.510004,"(-0.101274, 0.007304, -0.043097)","(-0.034081, 0.998203, 0.049281)","(-0.560976, -0.804089, 0.196842)","(0.866893, -0.498395, -0.009936)","(-0.324754, 0.564526, 0.758845)","(0.274082, -0.54525, 0.792201)","(-0.200011, -0.778488, 0.594939)","(0.104799, -0.957389, 0.269115)","(0.185636, -0.848312, -0.495889)","(0.620243, -0.620504, -0.479868)"
5.559196,"(-0.088196, 0.017671, -0.041437)","(-0.00428, 0.998764, 0.049528)","(-0.522186, -0.84031, 0.145607)","(0.839062, -0.540255, -0.06403)","(-0.328809, 0.389926, 0.860141)","(0.191631, -0.487002, 0.852119)","(-0.202602, -0.795367, 0.571265)","(0.096705, -0.959792, 0.263528)","(0.170731, -0.862104, -0.477103)","(0.593766, -0.642897, -0.483866)"
5.608427,"(-0.074747, 0.034143, -0.038806)","(0.025736, 0.998477, 0.048795)","(-0.481384, -0.873373, 0.074088)","(0.789707, -0.602213, -0.117062)","(-0.319607, 0.147377, 0.936019)","(0.109098, -0.364596, 0.924753)","(-0.180184, -0.827187, 0.532255)","(0.091053, -0.961898, 0.257802)","(0.141447, -0.881372, -0.450751)","(0.546941, -0.68047, -0.487664)"
5.659651,"(-0.061359, 0.049732, -0.03539)","(0.054887, 0.997376, 0.04721)","(-0.449225, -0.893395, -0.006503)","(0.727229, -0.670826, -0.145364)","(-0.28949, -0.113554, 0.950422)","(0.056355, -0.189297, 0.980301)","(-0.144792, -0.862409, 0.485063)","(0.079578, -0.962638, 0.258833)","(0.097787, -0.897843, -0.42932)","(0.475089, -0.72338, -0.501011)"
5.709671,"(-0.04804, 0.058541, -0.03093)","(0.08329, 0.995527, 0.044605)","(-0.43278, -0.897538, -0.084416)","(0.667115, -0.732738, -0.134363)","(-0.246838, -0.343621, 0.906088)","(0.039335, 0.003933, 0.999218)","(-0.120363, -0.88694, 0.445926)","(0.064793, -0.960571, 0.270379)","(0.018738, -0.900507, -0.434438)","(0.373505, -0.761828, -0.529256)"
5.759836,"(-0.035924, 0.057447, -0.025975)","(0.108248, 0.993274, 0.041107)","(-0.431722, -0.890735, -0.142149)","(0.629302, -0.772328, -0.086535)","(-0.208358, -0.494856, 0.843626)","(0.044984, 0.158162, 0.986388)","(-0.110584, -0.908275, 0.403495)","(0.054279, -0.954679, 0.292645)","(-0.086169, -0.886658, -0.454327)","(0.261885, -0.783136, -0.564015)"
5.811724,"(-0.024972, 0.04799, -0.020435)","(0.130104, 0.990809, 0.037034)","(-0.444246, -0.877522, -0.180555)","(0.614544, -0.788862, 0.005681)","(-0.171788, -0.585997, 0.791894)","(0.065096, 0.278406, 0.958255)","(-0.114748, -0.935359, 0.33457)","(0.05539, -0.943317, 0.327237)","(-0.195838, -0.862698, -0.466261)","(0.164642, -0.781569, -0.601701)"
5.860935,"(-0.015253, 0.032475, -0.01427)","(0.148707, 0.988341, 0.032691)","(-0.470184, -0.85881, -0.203403)","(0.617665, -0.764273, 0.185413)","(-0.13065, -0.644443, 0.753408)","(0.108732, 0.406541, 0.907139)","(-0.137249, -0.963117, 0.231448)","(0.070068, -0.924174, 0.375489)","(-0.282292, -0.844749, -0.454655)","(0.102723, -0.756267, -0.646149)"
5.908381,"(-0.007637, 0.015602, -0.008196)","(0.162548, 0.986278, 0.028896)","(-0.504966, -0.837745, -0.20783)","(0.622342, -0.69152, 0.366731)","(-0.097416, -0.663052, 0.742208)","(0.153867, 0.491373, 0.85725)","(-0.158106, -0.974479, 0.159354)","(0.085987, -0.904802, 0.41706)","(-0.3309, -0.831464, -0.446288)","(0.072555, -0.722278, -0.687787)"
5.956057,"(-0.001988, 0.002761, -0.00241)","(0.172124, 0.984733, 0.025979)","(-0.541484, -0.815954, -0.20252)","(0.63227, -0.615054, 0.471109)","(-0.079684, -0.650474, 0.755337)","(0.172943, 0.517507, 0.83802)","(-0.155562, -0.975755, 0.153955)","(0.0902, -0.894869, 0.437119)","(-0.359178, -0.806959, -0.468837)","(0.059315, -0.695222, -0.716344)"
6.005249,"(0.002055, 0.00377, 0.002919)","(0.178295, 0.983685, 0.023965)","(-0.5745, -0.794838, -0.195401)","(0.643387, -0.575428, 0.504912)","(-0.075741, -0.616431, 0.783758)","(0.166417, 0.500785, 0.849423)","(-0.158988, -0.978042, 0.134744)","(0.078764, -0.900883, 0.426857)","(-0.368282, -0.806883, -0.461853)","(0.061378, -0.69169, -0.719582)"
6.053755,"(0.004433, 0.018312, 0.007755)","(0.180979, 0.983218, 0.023023)","(-0.595746, -0.780657, -0.188845)","(0.645746, -0.57754, 0.499459)","(-0.085853, -0.550932, 0.830122)","(0.152162, 0.426522, 0.891586)","(-0.166047, -0.978561, 0.121851)","(0.051862, -0.921651, 0.384538)","(-0.364731, -0.8209, -0.439425)","(0.081963, -0.71273, -0.696634)"
