time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
3.305473,"(-0.605809, 0.059075, -0.013723)","(-0.0472, 0.983233, 0.176141)","(-0.273257, -0.364074, 0.890382)","(0.249028, -0.275271, 0.928553)","(-0.22447, 0.445812, 0.866525)","(0.440708, 0.77515, 0.45268)","(0.021764, -0.886496, 0.462223)","(-0.103192, -0.847506, 0.520658)","(-0.077956, -0.754195, -0.652007)","(0.007651, -0.789792, -0.613327)"
3.350594,"(-0.61719, 0.086762, -0.020122)","(-0.032155, 0.985689, 0.165481)","(-0.329936, -0.224744, 0.91686)","(0.166631, -0.090361, 0.98187)","(-0.248401, 0.585736, 0.771498)","(0.377291, 0.8514, 0.364375)","(0.067023, -0.910756, 0.40747)","(-0.082945, -0.873608, 0.47951)","(-0.098514, -0.79668, -0.596319)","(0.017112, -0.83195, -0.554587)"
3.395935,"(-0.626451, 0.120646, -0.028881)","(-0.021545, 0.987258, 0.157663)","(-0.407223, -0.058489, 0.911454)","(0.090904, 0.072229, 0.993237)","(-0.234263, 0.753902, 0.613802)","(0.282001, 0.908423, 0.308616)","(0.073514, -0.938592, 0.337105)","(-0.061651, -0.907803, 0.41484)","(-0.080574, -0.851857, -0.51754)","(0.018543, -0.882831, -0.469324)"
3.441277,"(-0.635002, 0.152347, -0.03851)","(-0.012769, 0.988504, 0.150658)","(-0.453391, 0.092786, 0.886469)","(0.044777, 0.166791, 0.984975)","(-0.146352, 0.878172, 0.455406)","(0.179048, 0.939507, 0.292007)","(0.061177, -0.964527, 0.256797)","(-0.040674, -0.940773, 0.336588)","(-0.045159, -0.904492, -0.424092)","(0.018185, -0.930011, -0.367081)"
3.488243,"(-0.64518, 0.176478, -0.045799)","(0.000664, 0.990111, 0.140282)","(-0.444848, 0.199735, 0.87305)","(0.053724, 0.185712, 0.981134)","(-0.011486, 0.930621, 0.365804)","(0.099247, 0.942667, 0.318637)","(0.056778, -0.983538, 0.171549)","(-0.020067, -0.965754, 0.258681)","(-0.014014, -0.943778, -0.330284)","(0.022581, -0.96375, -0.265851)"
3.53418,"(-0.649557, 0.160103, -0.040998)","(-0.036808, 0.987671, 0.152156)","(-0.363568, 0.289055, 0.885587)","(0.145946, 0.120732, 0.981898)","(0.189735, 0.925036, 0.329102)","(0.053603, 0.901073, 0.430342)","(0.047392, -0.967562, 0.248149)","(-0.040437, -0.94607, 0.321428)","(0.006595, -0.910498, -0.413462)","(0.056505, -0.935006, -0.350101)"
3.579651,"(-0.665106, 0.130305, -0.031697)","(-0.095004, 0.983548, 0.153647)","(-0.194931, 0.346686, 0.917502)","(0.365776, -0.039016, 0.929885)","(0.48485, 0.824713, 0.291152)","(0.094241, 0.747645, 0.657378)","(0.02926, -0.937578, 0.346542)","(-0.081973, -0.917503, 0.389189)","(0.064001, -0.851115, -0.521064)","(0.142382, -0.879075, -0.454922)"
3.625336,"(-0.678732, 0.09585, -0.022288)","(-0.149063, 0.978403, 0.143208)","(0.005564, 0.317134, 0.948365)","(0.675122, -0.203423, 0.709105)","(0.764295, 0.593567, 0.252055)","(0.307645, 0.473916, 0.825081)","(-0.005333, -0.904834, 0.425732)","(-0.136441, -0.88921, 0.436681)","(0.132986, -0.78318, -0.607407)","(0.23705, -0.810808, -0.535161)"
3.670769,"(-0.676404, 0.065444, -0.015018)","(-0.185413, 0.973277, 0.135474)","(0.13697, 0.210644, 0.96792)","(0.90098, -0.234548, 0.364998)","(0.916943, 0.313048, 0.24742)","(0.575221, 0.252775, 0.777962)","(-0.056369, -0.875791, 0.479389)","(-0.18793, -0.858913, 0.476394)","(0.177786, -0.724157, -0.666325)","(0.283374, -0.753487, -0.593259)"
3.716415,"(-0.649386, 0.042902, -0.009915)","(-0.200596, 0.968914, 0.144799)","(0.149379, 0.089677, 0.984705)","(0.981518, -0.160284, 0.10455)","(0.943962, 0.082928, 0.319467)","(0.713314, 0.186879, 0.67547)","(-0.121936, -0.850637, 0.511418)","(-0.221312, -0.82091, 0.52643)","(0.175669, -0.685604, -0.706461)","(0.24224, -0.723473, -0.646457)"
3.76152,"(-0.592842, 0.026846, -0.00629)","(-0.190838, 0.96464, 0.181799)","(0.040724, -0.004345, 0.999161)","(0.996777, -0.078778, -0.015185)","(0.87006, -0.075698, 0.487099)","(0.70857, 0.209876, 0.673707)","(-0.194456, -0.826398, 0.528444)","(-0.200099, -0.778489, 0.594908)","(0.113446, -0.664682, -0.738463)","(0.096192, -0.706879, -0.700763)"
3.806923,"(-0.501675, 0.015835, -0.00383)","(-0.127573, 0.957061, 0.260307)","(-0.251288, -0.084602, 0.964208)","(0.998894, -0.006838, -0.046511)","(0.584684, -0.204612, 0.785034)","(0.552394, 0.270505, 0.788472)","(-0.233835, -0.809142, 0.539083)","(0.018064, -0.726215, 0.687231)","(-0.024168, -0.639743, -0.768209)","(-0.095082, -0.661857, -0.743575)"
3.851608,"(-0.37981, 0.008322, -0.002116)","(0.023381, 0.940716, 0.338389)","(-0.67863, -0.128676, 0.723121)","(0.998482, 0.052963, -0.015107)","(-0.052139, -0.293606, 0.954504)","(0.223165, 0.320258, 0.920669)","(-0.239604, -0.833777, 0.4974)","(0.377043, -0.612434, 0.694812)","(-0.252373, -0.602236, -0.757377)","(-0.23211, -0.693115, -0.682435)"
3.896736,"(-0.24476, 0.00362, -0.000809)","(0.205574, 0.919582, 0.334826)","(-0.951774, -0.114176, 0.284765)","(0.994212, 0.09596, 0.04831)","(-0.685323, -0.284032, 0.670565)","(-0.175114, 0.321668, 0.930519)","(-0.295103, -0.882386, 0.366484)","(0.608819, -0.498889, 0.616806)","(-0.492845, -0.562039, -0.664241)","(-0.18495, -0.804047, -0.565069)"
3.942329,"(-0.113233, 0.001017, -0.00017)","(0.322402, 0.905149, 0.277061)","(-0.993409, -0.079068, -0.082987)","(0.986305, 0.122556, 0.110376)","(-0.943451, -0.222486, 0.245766)","(-0.472538, 0.288, 0.832925)","(-0.433856, -0.880291, 0.191982)","(0.675102, -0.519989, 0.523306)","(-0.638803, -0.568141, -0.518793)","(-0.108032, -0.874499, -0.472842)"
3.986603,"(-0.012518, 0.000055, -0.000011)","(0.358403, 0.900617, 0.245837)","(-0.97495, -0.063776, -0.213086)","(0.981439, 0.130892, 0.140157)","(-0.979588, -0.191069, 0.062454)","(-0.581103, 0.266503, 0.768958)","(-0.536807, -0.838956, 0.089389)","(0.645336, -0.584652, 0.491655)","(-0.671042, -0.607498, -0.425028)","(-0.147908, -0.885374, -0.440722)"
4.031311,"(0.049993, 0.000522, -0.00012)","(0.350072, 0.904009, 0.245393)","(-0.972348, -0.106994, -0.207586)","(0.981472, 0.091136, 0.168544)","(-0.969844, -0.230287, 0.079812)","(-0.567134, 0.317996, 0.759761)","(-0.505272, -0.845588, 0.172282)","(0.588059, -0.625612, 0.512637)","(-0.620784, -0.59732, -0.507776)","(-0.237733, -0.855395, -0.460198)"
4.076111,"(0.089635, 0.002546, -0.000619)","(0.309104, 0.917594, 0.249951)","(-0.949511, -0.288631, -0.122965)","(0.962124, -0.052976, 0.267416)","(-0.898633, -0.368471, 0.238094)","(-0.457904, 0.500495, 0.734731)","(-0.389245, -0.860329, 0.329123)","(0.518847, -0.666582, 0.535226)","(-0.476528, -0.579494, -0.661141)","(-0.282143, -0.824775, -0.490042)"
4.12114,"(0.114053, 0.006523, -0.001506)","(0.242211, 0.937903, 0.248339)","(-0.838051, -0.529439, 0.131772)","(0.858026, -0.255282, 0.44567)","(-0.698946, -0.419889, 0.578937)","(-0.223185, 0.695715, 0.682766)","(-0.243537, -0.866356, 0.436025)","(0.434604, -0.70707, 0.557827)","(-0.305207, -0.580786, -0.754676)","(-0.280243, -0.799852, -0.530754)"
4.165794,"(0.129827, 0.012999, -0.003072)","(0.168455, 0.957617, 0.233651)","(-0.637937, -0.5904, 0.494434)","(0.653317, -0.399055, 0.643375)","(-0.449538, -0.153903, 0.879903)","(0.041496, 0.746458, 0.664137)","(-0.08634, -0.870363, 0.484782)","(0.329357, -0.745198, 0.579832)","(-0.169575, -0.600571, -0.781383)","(-0.233427, -0.78238, -0.577402)"
4.210403,"(0.142349, 0.022643, -0.005273)","(0.109579, 0.971215, 0.211503)","(-0.477986, -0.471158, 0.74131)","(0.449862, -0.430494, 0.782495)","(-0.30248, 0.213647, 0.928903)","(0.183233, 0.693416, 0.696851)","(0.038146, -0.869691, 0.49212)","(0.204162, -0.778513, 0.593494)","(-0.079974, -0.637983, -0.765887)","(-0.149729, -0.775604, -0.613204)"
4.255257,"(0.155518, 0.03644, -0.008426)","(0.073131, 0.978552, 0.192585)","(-0.394339, -0.337529, 0.854735)","(0.315242, -0.392533, 0.864026)","(-0.231892, 0.471578, 0.850788)","(0.204648, 0.654724, 0.727637)","(0.091767, -0.873421, 0.478241)","(0.074079, -0.805883, 0.587422)","(-0.035326, -0.679085, -0.733209)","(-0.054769, -0.783154, -0.619411)"
4.300705,"(0.164597, 0.056084, -0.012958)","(0.049492, 0.982824, 0.177785)","(-0.324543, -0.19119, 0.926347)","(0.224657, -0.310264, 0.923724)","(-0.159951, 0.692191, 0.703767)","(0.190337, 0.658214, 0.728372)","(0.08746, -0.887525, 0.452383)","(-0.024977, -0.831323, 0.555229)","(-0.041842, -0.72103, -0.691639)","(0.021737, -0.805109, -0.592729)"
4.346336,"(0.167307, 0.083473, -0.019146)","(0.033343, 0.985482, 0.166475)","(-0.248302, -0.025498, 0.968347)","(0.16478, -0.185753, 0.968681)","(-0.073283, 0.872983, 0.482215)","(0.160355, 0.701116, 0.694783)","(0.07609, -0.90948, 0.408725)","(-0.07199, -0.862144, 0.501523)","(-0.042771, -0.772652, -0.633388)","(0.061729, -0.839908, -0.539207)"
4.392342,"(0.165092, 0.117438, -0.027947)","(0.022483, 0.987129, 0.158335)","(-0.173402, 0.116885, 0.977891)","(0.125344, -0.046377, 0.991029)","(0.01087, 0.968679, 0.248078)","(0.112383, 0.764324, 0.634964)","(0.067042, -0.936733, 0.343566)","(-0.071545, -0.899405, 0.431221)","(-0.030647, -0.834979, -0.549427)","(0.065874, -0.885172, -0.460577)"
4.438126,"(0.161074, 0.150138, -0.037802)","(0.013569, 0.988405, 0.151236)","(-0.125807, 0.198469, 0.971999)","(0.086024, 0.072129, 0.993679)","(0.082261, 0.992715, 0.088038)","(0.036175, 0.818919, 0.572767)","(0.058703, -0.963107, 0.262637)","(-0.0463, -0.935625, 0.349945)","(-0.013703, -0.895184, -0.445486)","(0.049153, -0.929465, -0.365621)"
4.4842,"(0.158467, 0.175413, -0.045494)","(-0.000061, 0.990006, 0.141027)","(-0.132553, 0.215108, 0.967553)","(0.03662, 0.14655, 0.988525)","(0.139889, 0.989187, 0.044046)","(-0.068335, 0.842171, 0.534863)","(0.04985, -0.982835, 0.177627)","(-0.027667, -0.964317, 0.263301)","(-0.000892, -0.941215, -0.337807)","(0.035876, -0.962304, -0.2696)"
4.529839,"(0.169786, 0.162263, -0.041673)","(0.032289, 0.987958, 0.151317)","(-0.222093, 0.159767, 0.961847)","(-0.03932, 0.19968, 0.979072)","(0.179254, 0.97199, 0.151998)","(-0.221445, 0.83197, 0.508713)","(0.054928, -0.976087, 0.210326)","(-0.025036, -0.950213, 0.310595)","(-0.03605, -0.918714, -0.393274)","(0.004047, -0.944954, -0.327178)"
4.574768,"(0.196929, 0.133518, -0.032673)","(0.089264, 0.984005, 0.154165)","(-0.42577, 0.019168, 0.904629)","(-0.151285, 0.22536, 0.962458)","(0.13441, 0.87795, 0.459498)","(-0.44452, 0.766432, 0.463664)","(0.071138, -0.961589, 0.265114)","(-0.021153, -0.919322, 0.392938)","(-0.123512, -0.862395, -0.490938)","(-0.068714, -0.902189, -0.425832)"
4.619942,"(0.223549, 0.0995, -0.023213)","(0.143996, 0.979007, 0.14426)","(-0.698681, -0.141443, 0.701312)","(-0.258716, 0.191172, 0.946847)","(-0.118542, 0.624525, 0.771956)","(-0.669155, 0.608904, 0.42599)","(0.098177, -0.946751, 0.306634)","(-0.002832, -0.884272, 0.466963)","(-0.222178, -0.789874, -0.571608)","(-0.154675, -0.844943, -0.512003)"
4.665459,"(0.234102, 0.068621, -0.015761)","(0.182191, 0.973833, 0.13585)","(-0.901044, -0.207424, 0.380913)","(-0.307201, 0.109781, 0.945292)","(-0.472946, 0.333831, 0.815401)","(-0.810172, 0.391985, 0.435855)","(0.132321, -0.926982, 0.350993)","(0.035261, -0.842223, 0.537975)","(-0.287062, -0.716872, -0.635366)","(-0.220329, -0.783925, -0.580446)"
4.710075,"(0.217896, 0.045125, -0.01045)","(0.199861, 0.969396, 0.142575)","(-0.979306, -0.16548, 0.116519)","(-0.273113, 0.013511, 0.961887)","(-0.689367, 0.1964, 0.697281)","(-0.839024, 0.182981, 0.512402)","(0.165686, -0.897417, 0.408891)","(0.093509, -0.799796, 0.592944)","(-0.277703, -0.665741, -0.692582)","(-0.237607, -0.740479, -0.628676)"
4.755188,"(0.170987, 0.028764, -0.006675)","(0.194871, 0.965266, 0.174031)","(-0.995828, -0.090932, -0.007609)","(-0.153623, -0.074758, 0.985298)","(-0.723519, 0.204762, 0.659236)","(-0.766099, 0.019305, 0.642433)","(0.174491, -0.861558, 0.476729)","(0.161382, -0.768325, 0.61938)","(-0.173944, -0.640935, -0.747627)","(-0.190719, -0.721868, -0.665232)"
4.800568,"(0.083385, 0.017217, -0.003909)","(0.147587, 0.958321, 0.244622)","(-0.998824, 0.017118, -0.045372)","(0.128353, -0.168115, 0.977376)","(-0.587725, 0.300394, 0.751228)","(-0.512502, -0.164017, 0.842876)","(0.050987, -0.816956, 0.574442)","(0.226095, -0.737512, 0.636363)","(-0.03905, -0.591696, -0.805215)","(-0.087484, -0.710058, -0.698688)"
4.846069,"(-0.044634, 0.009143, -0.002498)","(0.024116, 0.943176, 0.331419)","(-0.988474, 0.150482, -0.016587)","(0.569615, -0.211699, 0.79418)","(-0.238647, 0.385797, 0.891184)","(0.028329, -0.327254, 0.944512)","(-0.219359, -0.734484, 0.642195)","(0.271729, -0.73487, 0.621394)","(0.077412, -0.580333, -0.810692)","(0.099369, -0.703574, -0.70364)"
4.891151,"(-0.192605, 0.004091, -0.001015)","(-0.156613, 0.9211, 0.356437)","(-0.959967, 0.273951, 0.058427)","(0.91199, -0.148988, 0.382201)","(0.230419, 0.350609, 0.907734)","(0.6132, -0.347494, 0.709389)","(-0.463539, -0.633872, 0.619143)","(0.319722, -0.786727, 0.528051)","(0.092135, -0.662614, -0.743272)","(0.361478, -0.673833, -0.644425)"
4.936226,"(-0.327094, 0.001189, -0.000249)","(-0.294893, 0.904753, 0.307342)","(-0.925384, 0.349445, 0.146808)","(0.99771, -0.063737, -0.022635)","(0.585181, 0.239547, 0.774713)","(0.894732, -0.288449, 0.340958)","(-0.574489, -0.61922, 0.535284)","(0.401917, -0.837148, 0.371007)","(0.062671, -0.75697, -0.650438)","(0.565669, -0.636746, -0.523998)"
4.981789,"(-0.427662, 0.00005, -0.000001)","(-0.354752, 0.899944, 0.253478)","(-0.90507, 0.35983, 0.22665)","(0.964653, -0.053862, -0.257962)","(0.750391, 0.19486, 0.63162)","(0.953095, -0.278779, 0.117866)","(-0.583224, -0.658198, 0.476052)","(0.484712, -0.843498, 0.231442)","(0.10679, -0.804535, -0.584225)","(0.657157, -0.630663, -0.412807)"
5.027542,"(-0.494367, 0.000373, -0.000091)","(-0.360674, 0.904353, 0.228167)","(-0.906636, 0.286356, 0.309856)","(0.92595, -0.144851, -0.348761)","(0.77421, 0.303661, 0.555328)","(0.932402, -0.347797, 0.098306)","(-0.54789, -0.689019, 0.474415)","(0.486694, -0.846944, 0.214043)","(0.221541, -0.788088, -0.574314)","(0.665769, -0.623319, -0.410153)"
5.071854,"(-0.537424, 0.002349, -0.000587)","(-0.328399, 0.917475, 0.224484)","(-0.895017, 0.098796, 0.434953)","(0.87696, -0.367358, -0.30982)","(0.630552, 0.566238, 0.530829)","(0.847361, -0.43919, 0.298482)","(-0.4937, -0.72663, 0.477775)","(0.378894, -0.866425, 0.325188)","(0.28839, -0.761237, -0.580818)","(0.596768, -0.601708, -0.530864)"
5.117851,"(-0.558476, 0.006113, -0.000851)","(-0.264741, 0.936425, 0.230261)","(-0.794874, -0.15758, 0.585956)","(0.772901, -0.632042, -0.056108)","(0.276862, 0.763076, 0.584005)","(0.683781, -0.325762, 0.652934)","(-0.427368, -0.763437, 0.484273)","(0.221861, -0.863906, 0.452155)","(0.295322, -0.739196, -0.605289)","(0.440215, -0.615603, -0.653639)"
5.167145,"(-0.56653, 0.012424, -0.002937)","(-0.182995, 0.956413, 0.227569)","(-0.588802, -0.374414, 0.716328)","(0.591951, -0.720328, 0.361555)","(-0.083568, 0.682469, 0.726122)","(0.527781, 0.098726, 0.843623)","(-0.342177, -0.796789, 0.498038)","(0.060748, -0.842814, 0.534765)","(0.240059, -0.72609, -0.644333)","(0.230846, -0.665213, -0.710072)"
5.215302,"(-0.574748, 0.022994, -0.005359)","(-0.109924, 0.97152, 0.209918)","(-0.383857, -0.467177, 0.796492)","(0.421999, -0.588653, 0.689496)","(-0.219863, 0.471214, 0.854177)","(0.474566, 0.498609, 0.72538)","(-0.218854, -0.831973, 0.509827)","(-0.066382, -0.82991, 0.553935)","(0.125424, -0.719837, -0.682718)","(0.055043, -0.716895, -0.695005)"
5.264526,"(-0.59088, 0.038279, -0.008853)","(-0.070126, 0.979121, 0.190798)","(-0.283073, -0.448735, 0.847647)","(0.329398, -0.439192, 0.835828)","(-0.215234, 0.39363, 0.893717)","(0.469042, 0.673906, 0.570834)","(-0.078356, -0.862434, 0.500068)","(-0.115141, -0.832017, 0.54267)","(0.001398, -0.727961, -0.685617)","(-0.007341, -0.754642, -0.656096)"
5.309685,"(-0.606818, 0.061011, -0.014202)","(-0.045715, 0.983477, 0.175165)","(-0.275882, -0.354748, 0.893332)","(0.242405, -0.260795, 0.934466)","(-0.226493, 0.454337, 0.861556)","(0.436856, 0.782036, 0.444497)","(0.027094, -0.888318, 0.458429)","(-0.101688, -0.849191, 0.518203)","(-0.08153, -0.757073, -0.648223)","(0.008816, -0.792893, -0.609297)"
5.355125,"(-0.618125, 0.089759, -0.020906)","(-0.030937, 0.985866, 0.164657)","(-0.337234, -0.209659, 0.917778)","(0.158897, -0.073133, 0.984583)","(-0.249752, 0.601484, 0.758842)","(0.369411, 0.857695, 0.357625)","(0.068889, -0.91322, 0.401601)","(-0.080934, -0.876543, 0.474471)","(-0.097948, -0.801582, -0.589808)","(0.017414, -0.83656, -0.547598)"
5.4021,"(-0.62731, 0.124058, -0.029886)","(-0.020587, 0.987389, 0.156968)","(-0.413764, -0.042231, 0.909404)","(0.084531, 0.085148, 0.992776)","(-0.228797, 0.769033, 0.596859)","(0.271587, 0.912804, 0.305008)","(0.072702, -0.941374, 0.329438)","(-0.059502, -0.911299, 0.407424)","(-0.077466, -0.857542, -0.508548)","(0.018455, -0.887995, -0.459482)"
5.447861,"(-0.636199, 0.156001, -0.039687)","(-0.011573, 0.988675, 0.149627)","(-0.455539, 0.110456, 0.883337)","(0.042336, 0.173459, 0.983931)","(-0.12945, 0.889598, 0.438016)","(0.166, 0.941515, 0.293246)","(0.059493, -0.967539, 0.245619)","(-0.038003, -0.944648, 0.325876)","(-0.040262, -0.910605, -0.411312)","(0.018419, -0.93536, -0.353218)"
5.493111,"(-0.64635, 0.177644, -0.046123)","(0.000283, 0.990204, 0.139631)","(-0.438576, 0.212599, 0.873185)","(0.061162, 0.18244, 0.981313)","(0.011644, 0.933385, 0.358689)","(0.090493, 0.940507, 0.327501)","(0.056664, -0.984164, 0.167958)","(-0.019073, -0.966619, 0.255506)","(-0.010899, -0.945162, -0.32642)","(0.024591, -0.964864, -0.261595)"
5.53759,"(-0.650832, 0.157384, -0.040126)","(-0.042536, 0.987306, 0.153027)","(-0.349543, 0.298056, 0.888247)","(0.162652, 0.107915, 0.980764)","(0.217594, 0.920289, 0.325147)","(0.05196, 0.891449, 0.450132)","(0.046158, -0.964744, 0.259113)","(-0.043967, -0.9431, 0.329589)","(0.011013, -0.904949, -0.425378)","(0.063633, -0.930044, -0.361896)"
5.584114,"(-0.666421, 0.127753, -0.030925)","(-0.099495, 0.983185, 0.153125)","(-0.179708, 0.348024, 0.9201)","(0.387515, -0.053084, 0.920334)","(0.508339, 0.811644, 0.287796)","(0.104063, 0.730162, 0.675303)","(0.027212, -0.935096, 0.353349)","(-0.085789, -0.915339, 0.39344)","(0.069364, -0.846061, -0.528555)","(0.149972, -0.874089, -0.462035)"
5.629738,"(-0.679331, 0.092611, -0.021472)","(-0.153459, 0.977866, 0.142227)","(0.022163, 0.309523, 0.950634)","(0.702763, -0.213664, 0.678581)","(0.785146, 0.56676, 0.249658)","(0.334415, 0.446824, 0.829768)","(-0.009609, -0.901805, 0.432036)","(-0.141813, -0.886438, 0.440587)","(0.138804, -0.77674, -0.614335)","(0.244331, -0.804347, -0.541598)"
5.675598,"(-0.674973, 0.062926, -0.014451)","(-0.187793, 0.972825, 0.135445)","(0.143274, 0.1982, 0.969634)","(0.91417, -0.23006, 0.333715)","(0.924297, 0.287525, 0.251007)","(0.595395, 0.240052, 0.766733)","(-0.062083, -0.873232, 0.483335)","(-0.192185, -0.855648, 0.480554)","(0.179888, -0.719477, -0.670815)","(0.28372, -0.749323, -0.598346)"
5.720741,"(-0.644871, 0.040929, -0.009473)","(-0.200895, 0.968484, 0.147238)","(0.143613, 0.077942, 0.98656)","(0.984807, -0.150988, 0.085777)","(0.940994, 0.062869, 0.332533)","(0.719072, 0.186322, 0.669492)","(-0.129529, -0.848065, 0.513818)","(-0.222726, -0.816422, 0.532773)","(0.172161, -0.68274, -0.710089)","(0.231822, -0.721698, -0.652235)"
5.766426,"(-0.585601, 0.025551, -0.006103)","(-0.187643, 0.964147, 0.187647)","(0.02129, -0.012612, 0.999694)","(0.997223, -0.071286, -0.021539)","(0.854789, -0.088794, 0.511324)","(0.700662, 0.214909, 0.680358)","(-0.20012, -0.823898, 0.53023)","(-0.188905, -0.774262, 0.604015)","(0.103844, -0.662715, -0.741637)","(0.079414, -0.703263, -0.70648)"
5.811798,"(-0.489715, 0.01486, -0.003563)","(-0.115716, 0.955684, 0.2707)","(-0.294906, -0.091274, 0.951157)","(0.998957, 0.000401, -0.045667)","(0.532096, -0.216798, 0.818458)","(0.52458, 0.277314, 0.80493)","(-0.235084, -0.809168, 0.538501)","(0.05572, -0.717591, 0.694232)","(-0.044542, -0.636191, -0.770245)","(-0.116813, -0.65872, -0.743265)"
5.856583,"(-0.365519, 0.007688, -0.001889)","(0.043426, 0.938384, 0.342855)","(-0.72006, -0.129162, 0.681785)","(0.998252, 0.05838, -0.009184)","(-0.131064, -0.297243, 0.945764)","(0.180385, 0.323032, 0.929038)","(-0.241583, -0.839126, 0.487344)","(0.4117, -0.597057, 0.688496)","(-0.279977, -0.59739, -0.751491)","(-0.235946, -0.70392, -0.669945)"
5.901649,"(-0.229638, 0.003248, -0.000669)","(0.222518, 0.917532, 0.329577)","(-0.965405, -0.110382, 0.236238)","(0.993447, 0.099733, 0.055817)","(-0.732514, -0.278038, 0.621384)","(-0.215487, 0.318915, 0.922962)","(-0.307413, -0.885672, 0.347969)","(0.623231, -0.494572, 0.60579)","(-0.514592, -0.559681, -0.649579)","(-0.174369, -0.814623, -0.553158)"
5.947868,"(-0.100142, 0.000862, -0.000133)","(0.329684, 0.9043, 0.271201)","(-0.991065, -0.076496, -0.109264)","(0.98546, 0.124428, 0.1157)","(-0.953017, -0.217352, 0.210988)","(-0.494021, 0.284229, 0.821679)","(-0.450497, -0.875765, 0.17346)","(0.674977, -0.528571, 0.5148)","(-0.647636, -0.572778, -0.502487)","(-0.105356, -0.879046, -0.464951)"
5.992126,"(-0.001897, 0.000013, 0)","(0.360244, 0.900405, 0.243916)","(-0.973455, -0.062741, -0.22011)","(0.98109, 0.131159, 0.142335)","(-0.980683, -0.188775, 0.051236)","(-0.58744, 0.265129, 0.764605)","(-0.544604, -0.834611, 0.082658)","(0.639502, -0.591345, 0.491272)","(-0.671589, -0.611402, -0.418517)","(-0.157776, -0.884056, -0.439945)"
6.036667,"(0.055933, 0.000695, -0.000163)","(0.346689, 0.905167, 0.245925)","(-0.97161, -0.122018, -0.202698)","(0.981156, 0.078693, 0.176466)","(-0.965639, -0.243631, 0.090468)","(-0.559446, 0.334707, 0.758282)","(-0.49338, -0.848292, 0.192296)","(0.580112, -0.630665, 0.515491)","(-0.607247, -0.593909, -0.527753)","(-0.245876, -0.851371, -0.463371)"
6.081894,"(0.0932, 0.002902, -0.000716)","(0.302197, 0.919797, 0.2503)","(-0.942137, -0.318754, -0.103797)","(0.955552, -0.07618, 0.284811)","(-0.882206, -0.386061, 0.269573)","(-0.435967, 0.52702, 0.729509)","(-0.372979, -0.861117, 0.345491)","(0.509725, -0.671453, 0.537896)","(-0.455561, -0.578812, -0.676344)","(-0.28429, -0.821489, -0.494303)"
6.126595,"(0.116473, 0.007207, -0.001683)","(0.232712, 0.940597, 0.24723)","(-0.815548, -0.551271, 0.176014)","(0.836434, -0.279524, 0.471428)","(-0.666147, -0.404395, 0.626668)","(-0.186899, 0.711608, 0.677261)","(-0.22359, -0.867031, 0.445269)","(0.422312, -0.712145, 0.560805)","(-0.285114, -0.582349, -0.761302)","(-0.276749, -0.797134, -0.536645)"
6.171471,"(0.131415, 0.013986, -0.003303)","(0.16018, 0.959647, 0.231127)","(-0.614593, -0.581366, 0.533188)","(0.626091, -0.408574, 0.664137)","(-0.425431, -0.107259, 0.898612)","(0.066458, 0.742507, 0.666534)","(-0.068319, -0.870468, 0.487461)","(0.315034, -0.749547, 0.58218)","(-0.156455, -0.604415, -0.781156)","(-0.224836, -0.780914, -0.582771)"
6.217392,"(0.14393, 0.02415, -0.005613)","(0.103684, 0.972461, 0.208732)","(-0.464126, -0.452458, 0.761492)","(0.428728, -0.428465, 0.795368)","(-0.290821, 0.253694, 0.92253)","(0.191287, 0.686054, 0.701954)","(0.049507, -0.869674, 0.491138)","(0.187244, -0.782333, 0.594049)","(-0.071524, -0.643347, -0.762226)","(-0.137415, -0.775705, -0.615954)"
6.263046,"(0.157346, 0.039085, -0.009041)","(0.068866, 0.979359, 0.190038)","(-0.383545, -0.316601, 0.867558)","(0.299063, -0.382621, 0.874164)","(-0.221765, 0.506803, 0.833049)","(0.204032, 0.652512, 0.729794)","(0.094112, -0.874924, 0.475027)","(0.055825, -0.809814, 0.584025)","(-0.033198, -0.685419, -0.727392)","(-0.041102, -0.785658, -0.617294)"
6.308304,"(0.165479, 0.060213, -0.013987)","(0.046239, 0.983378, 0.175582)","(-0.311745, -0.162936, 0.936091)","(0.212252, -0.291399, 0.932757)","(-0.145397, 0.728011, 0.66997)","(0.18625, 0.663061, 0.725025)","(0.085502, -0.890709, 0.44646)","(-0.036907, -0.836028, 0.547445)","(-0.043038, -0.729214, -0.682931)","(0.031504, -0.810345, -0.585106)"
6.352455,"(0.167187, 0.088788, -0.020657)","(0.031239, 0.985809, 0.16494)","(-0.234987, 0.001494, 0.971997)","(0.157373, -0.162437, 0.974088)","(-0.058427, 0.895502, 0.441206)","(0.153903, 0.711023, 0.686119)","(0.074402, -0.913611, 0.399724)","(-0.074693, -0.86786, 0.491162)","(-0.041319, -0.782698, -0.621029)","(0.064659, -0.847127, -0.527442)"
6.397911,"(0.164608, 0.122043, -0.029292)","(0.021195, 0.987312, 0.15737)","(-0.164938, 0.131772, 0.977462)","(0.120282, -0.028916, 0.992319)","(0.021207, 0.975034, 0.221039)","(0.103903, 0.772518, 0.626434)","(0.065894, -0.940425, 0.333555)","(-0.069044, -0.904467, 0.420919)","(-0.028493, -0.843532, -0.536323)","(0.064417, -0.891492, -0.448434)"
