time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
86.8,"(0.00506248, 0.0696783, 2.95768e-05)","(0.625723, 0.00670765, 0.780016)","(0.027191, 0.999186, -0.0298051)","(-0.779916, 0.0392896, 0.62465)","(0.695061, 0.0026332, 0.718946)","(0.027191, 0.999186, -0.0298051)","(-0.718809, 0.0401771, 0.694046)","(0.027191, 0.999186, -0.0298051)","(-0.270223, -0.961388, -0.0520849)","(-0.238168, -0.906632, 0.348274)","(0.035087, -0.902705, 0.428826)","(-0.194049, -0.625654, 0.75558)","(-0.110164, -0.993561, 0.0264561)","(-0.321815, -0.942427, 0.0909241)","(0.240714, -0.965776, -0.0966141)","(0.257149, -0.963898, 0.0690947)",0
86.8333,"(0.00346348, 0.0721085, 3.76366e-05)","(0.644854, -0.0281067, 0.763789)","(0.0337057, 0.999394, 0.0087103)","(-0.764216, 0.0196355, 0.644661)","(0.674077, -0.0300656, 0.738049)","(0.0337057, 0.999394, 0.0087103)","(-0.738482, 0.0208263, 0.673952)","(0.0337057, 0.999394, 0.0087103)","(-0.295473, -0.953089, -0.0657106)","(-0.553653, -0.778359, 0.296018)","(0.0778017, -0.879998, 0.468561)","(-0.706243, -0.150907, 0.691699)","(-0.0927785, -0.995359, 0.0255336)","(-0.318784, -0.942872, 0.0967917)","(0.227941, -0.969349, -0.0916755)","(0.248319, -0.96711, 0.0550951)",0
86.8667,"(0.00346348, 0.0721085, 3.76366e-05)","(0.649399, -0.0679548, 0.757406)","(0.0428965, 0.997686, 0.0527447)","(-0.759409, -0.00177449, 0.650611)","(0.634839, -0.0685826, 0.769595)","(0.0428965, 0.997686, 0.0527447)","(-0.771526, 0.00118057, 0.636197)","(0.0428965, 0.997686, 0.0527447)","(-0.315484, -0.944071, -0.0959188)","(-0.752996, -0.586206, 0.298931)","(0.070942, -0.873585, 0.481472)","(-0.886915, 0.331527, 0.321671)","(-0.0891045, -0.995362, 0.0362691)","(-0.318311, -0.942739, 0.0996018)","(0.223882, -0.969283, -0.101815)","(0.238677, -0.970733, 0.0266589)",0
86.9,"(0.00253297, 0.0742305, 5.32029e-05)","(0.651873, -0.0913317, 0.752809)","(0.0499949, 0.995735, 0.0775449)","(-0.756723, -0.0129332, 0.653607)","(0.59428, -0.0921753, 0.798959)","(0.0499949, 0.995735, 0.0775449)","(-0.802725, -0.00593604, 0.59632)","(0.0499949, 0.995735, 0.0775449)","(-0.317061, -0.938165, -0.138991)","(-0.845571, -0.409489, 0.342533)","(0.0357007, -0.896346, 0.441916)","(-0.86374, 0.500546, 0.0583639)","(-0.0824785, -0.995677, 0.0427153)","(-0.309953, -0.945018, 0.104257)","(0.219931, -0.968304, -0.118399)","(0.219672, -0.975536, 0.00861127)",0
86.9333,"(0.00253297, 0.0742305, 5.32029e-05)","(0.657407, -0.102031, 0.746596)","(0.0487354, 0.994458, 0.0931528)","(-0.752017, -0.0249307, 0.658672)","(0.585772, -0.103944, 0.803783)","(0.0487354, 0.994458, 0.0931528)","(-0.80906, -0.0154273, 0.587524)","(0.0487354, 0.994458, 0.0931528)","(-0.284208, -0.941473, -0.181257)","(-0.841532, -0.288262, 0.456869)","(-0.0031026, -0.911509, 0.411268)","(-0.886784, 0.425072, 0.181458)","(-0.0716375, -0.997387, 0.00930279)","(-0.301597, -0.94773, 0.104149)","(0.213588, -0.965905, -0.146316)","(0.209143, -0.97787, -0.0053988)",0
86.9667,"(0.00253297, 0.0742305, 5.32029e-05)","(0.665738, -0.105777, 0.73865)","(0.0415527, 0.993605, 0.104985)","(-0.74505, -0.0392207, 0.665855)","(0.594022, -0.108872, 0.797048)","(0.0415527, 0.993605, 0.104985)","(-0.803405, -0.0292805, 0.594712)","(0.0415527, 0.993605, 0.104985)","(-0.225439, -0.951254, -0.210457)","(-0.843372, -0.214584, 0.492623)","(-0.0270465, -0.918351, 0.394841)","(-0.856645, 0.483304, 0.18049)","(-0.0546019, -0.998334, -0.0186563)","(-0.299164, -0.948198, 0.106868)","(0.201728, -0.965271, -0.166005)","(0.205737, -0.978577, -0.00775065)",0
87,"(0.00253297, 0.0742305, 5.32029e-05)","(0.672349, -0.100984, 0.733314)","(0.0287228, 0.993458, 0.11053)","(-0.739621, -0.0532182, 0.670917)","(0.611611, -0.10473, 0.784196)","(0.0287228, 0.993458, 0.11053)","(-0.790585, -0.0449024, 0.610703)","(0.0287228, 0.993458, 0.11053)","(-0.161163, -0.962427, -0.21854)","(-0.84947, -0.180806, 0.495691)","(-0.0178651, -0.916453, 0.399743)","(-0.798519, 0.584688, 0.143201)","(-0.0355023, -0.999119, -0.0223808)","(-0.298304, -0.947477, 0.115336)","(0.186262, -0.968942, -0.162657)","(0.205392, -0.978667, -0.00505262)",0
87.0333,"(0.00253297, 0.0742305, 5.32029e-05)","(0.674268, -0.0811007, 0.73402)","(0.00905432, 0.994784, 0.101601)","(-0.738368, -0.0618709, 0.671554)","(0.623408, -0.0849913, 0.777264)","(0.00905432, 0.994784, 0.101601)","(-0.781765, -0.0561397, 0.621041)","(0.00905431, 0.994784, 0.101601)","(-0.129266, -0.969149, -0.20986)","(-0.884872, -0.201937, 0.41979)","(0.0138575, -0.915157, 0.402859)","(-0.692786, 0.720579, 0.0285221)","(-0.0193084, -0.999797, 0.00582709)","(-0.292391, -0.947688, 0.128042)","(0.169914, -0.975921, -0.136776)","(0.19759, -0.980284, -0.000908227)",0
87.0667,"(0.00253297, 0.0742305, 5.32029e-05)","(0.669798, -0.0599099, 0.740123)","(-0.0116349, 0.99578, 0.0910359)","(-0.742375, -0.0697573, 0.666343)","(0.617117, -0.0646814, 0.784209)","(-0.0116349, 0.99578, 0.0910359)","(-0.786699, -0.0656618, 0.613835)","(-0.0116349, 0.99578, 0.0910359)","(-0.146539, -0.968894, -0.199424)","(-0.916309, -0.227781, 0.329385)","(0.0757289, -0.917768, 0.389829)","(-0.526174, 0.843841, -0.105229)","(-0.0127752, -0.999326, 0.0344244)","(-0.286967, -0.948753, 0.132357)","(0.159003, -0.980589, -0.114733)","(0.187716, -0.982219, -0.00294814)",0
87.1,"(0.00253297, 0.0742305, 5.32029e-05)","(0.655284, -0.0434676, 0.754131)","(-0.0242222, 0.996618, 0.0785172)","(-0.754985, -0.0698624, 0.65201)","(0.578801, -0.0500404, 0.813932)","(-0.0242222, 0.996618, 0.0785172)","(-0.815095, -0.0655437, 0.575608)","(-0.0242222, 0.996618, 0.0785172)","(-0.194077, -0.962662, -0.188725)","(-0.941286, -0.267003, 0.206615)","(0.11937, -0.937774, 0.326085)","(-0.326164, 0.905247, -0.272294)","(-0.019754, -0.998703, 0.0469267)","(-0.282812, -0.951614, 0.120199)","(0.156641, -0.981865, -0.106797)","(0.179603, -0.983603, -0.0163693)",0
87.1333,"(0.00253297, 0.0742305, 5.32029e-05)","(0.632657, -0.0337271, 0.773697)","(-0.0268431, 0.997465, 0.065903)","(-0.774034, -0.0627334, 0.630029)","(0.524255, -0.0413945, 0.850554)","(-0.0268431, 0.997465, 0.065903)","(-0.851179, -0.0580406, 0.521657)","(-0.0268431, 0.997465, 0.065903)","(-0.242214, -0.954992, -0.171237)","(-0.942054, -0.311816, 0.123714)","(0.150599, -0.952514, 0.264647)","(-0.16719, 0.912415, -0.373559)","(-0.0322346, -0.998861, 0.0351654)","(-0.278442, -0.95529, 0.0994524)","(0.164342, -0.980959, -0.103493)","(0.175367, -0.984066, -0.0293333)",0
87.1667,"(0.00253297, 0.0742305, 5.32029e-05)","(0.607552, -0.0235781, 0.79393)","(-0.0222097, 0.998644, 0.0470763)","(-0.794055, -0.0465363, 0.606062)","(0.473687, -0.0305588, 0.880163)","(-0.0222097, 0.998644, 0.0470763)","(-0.880472, -0.0423416, 0.472204)","(-0.0222097, 0.998644, 0.0470763)","(-0.264679, -0.951648, -0.155917)","(-0.932142, -0.354876, 0.0719346)","(0.144495, -0.963516, 0.225297)","(-0.0880842, 0.898641, -0.429751)","(-0.0417934, -0.998752, 0.0273484)","(-0.268868, -0.959272, 0.0866425)","(0.178538, -0.9791, -0.0974046)","(0.178411, -0.9836, -0.0264518)",0
87.2,"(0.00253297, 0.0742305, 5.32029e-05)","(0.58802, -0.0141674, 0.808722)","(-0.0184728, 0.999346, 0.0310971)","(-0.808661, -0.0333167, 0.587331)","(0.43971, -0.0196577, 0.897925)","(-0.0184728, 0.999346, 0.0310971)","(-0.897968, -0.0304131, 0.439008)","(-0.0184728, 0.999346, 0.0310971)","(-0.269671, -0.951226, -0.149823)","(-0.92574, -0.372032, 0.0678048)","(0.131526, -0.966277, 0.22138)","(-0.0577513, 0.89334, -0.445655)","(-0.0473758, -0.998657, 0.020969)","(-0.261302, -0.961519, 0.0848683)","(0.195261, -0.976123, -0.0951709)","(0.187879, -0.982119, -0.0120124)",0
87.2333,"(0.00253297, 0.0742305, 5.32029e-05)","(0.572714, -0.0106072, 0.819686)","(-0.0134064, 0.99966, 0.0223871)","(-0.819645, -0.0238121, 0.572376)","(0.414182, -0.0146985, 0.910076)","(-0.0134064, 0.99966, 0.0223871)","(-0.910097, -0.0215026, 0.413837)","(-0.0134064, 0.99966, 0.0223871)","(-0.263023, -0.95279, -0.151689)","(-0.923755, -0.375017, 0.0777172)","(0.0993636, -0.969611, 0.223564)","(-0.0488408, 0.890472, -0.45241)","(-0.0466443, -0.998779, 0.0162689)","(-0.254868, -0.963029, 0.0872831)","(0.211297, -0.971952, -0.103264)","(0.207625, -0.978195, 0.00506617)",0
87.2667,"(-0.000114429, 0.0738522, 5.39105e-05)","(0.560974, -0.0155262, 0.827688)","(-0.00476614, 0.999745, 0.0220909)","(-0.827795, -0.0162575, 0.560795)","(0.40857, -0.0182569, 0.912544)","(-0.00476614, 0.999745, 0.0220909)","(-0.912697, -0.0134468, 0.408416)","(-0.00476614, 0.999745, 0.0220909)","(-0.266877, -0.951322, -0.154152)","(-0.919044, -0.382605, 0.0947159)","(0.0504912, -0.97283, 0.225947)","(-0.0723675, 0.89947, -0.430949)","(-0.0386999, -0.999249, 0.00205858)","(-0.251416, -0.963853, 0.088188)","(0.223881, -0.967563, -0.117043)","(0.233149, -0.972362, 0.0124053)",0
87.3,"(-0.00236772, 0.0740572, 5.40934e-05)","(0.554986, -0.0305666, 0.831298)","(0.00998544, 0.999497, 0.0300939)","(-0.831739, -0.00840743, 0.555103)","(0.429413, -0.0318142, 0.902547)","(0.00998544, 0.999497, 0.0300939)","(-0.902996, -0.00460154, 0.429625)","(0.00998544, 0.999497, 0.0300939)","(-0.273692, -0.948877, -0.157245)","(-0.911409, -0.390347, 0.130244)","(0.00313496, -0.971294, 0.23786)","(-0.130999, 0.922142, -0.363997)","(-0.033609, -0.999419, -0.0056409)","(-0.256958, -0.962589, 0.0859959)","(0.238316, -0.962332, -0.130855)","(0.265012, -0.964229, -0.00567183)",0
87.3333,"(-0.00509952, 0.0752708, 5.40072e-05)","(0.55681, -0.0507625, 0.829087)","(0.0286419, 0.998714, 0.0418345)","(-0.830073, 0.000283988, 0.557655)","(0.46775, -0.0507261, 0.882404)","(0.0286419, 0.998714, 0.0418345)","(-0.883332, 0.00501708, 0.468721)","(0.0286419, 0.998714, 0.0418344)","(-0.280801, -0.944615, -0.16986)","(-0.901033, -0.39283, 0.183912)","(-0.0366349, -0.965123, 0.259223)","(-0.223854, 0.927752, -0.298606)","(-0.0435816, -0.999031, 0.00607941)","(-0.286894, -0.954216, 0.084633)","(0.250598, -0.959543, -0.128365)","(0.310472, -0.949992, -0.0334952)",0
87.3667,"(-0.00779611, 0.0774126, 5.58564e-05)","(0.56634, -0.0687864, 0.821297)","(0.049629, 0.997558, 0.0491484)","(-0.822602, 0.0128108, 0.568473)","(0.496734, -0.0675771, 0.865268)","(0.049629, 0.997558, 0.0491484)","(-0.866423, 0.0183546, 0.498973)","(0.049629, 0.997558, 0.0491484)","(-0.267925, -0.94667, -0.178974)","(-0.896038, -0.387787, 0.216188)","(-0.0608341, -0.95697, 0.283738)","(-0.30866, 0.89597, -0.319322)","(-0.084624, -0.995995, 0.0288654)","(-0.338513, -0.93716, 0.0844982)","(0.25903, -0.957818, -0.124452)","(0.357589, -0.931721, -0.0634531)",0
87.4,"(-0.0100665, 0.0805422, 5.93906e-05)","(0.570595, -0.0654374, 0.81862)","(0.0682711, 0.99715, 0.0321146)","(-0.818586, 0.0375354, 0.573157)","(0.504892, -0.0622166, 0.860938)","(0.0682711, 0.99715, 0.0321146)","(-0.860676, 0.0424931, 0.507376)","(0.0682711, 0.99715, 0.0321146)","(-0.246353, -0.954001, -0.170856)","(-0.89506, -0.401055, 0.194992)","(-0.0879441, -0.94225, 0.323157)","(-0.367755, 0.845984, -0.386093)","(-0.149598, -0.987283, 0.0537804)","(-0.400758, -0.911326, 0.0942285)","(0.270914, -0.955752, -0.114646)","(0.394639, -0.916945, -0.0589253)",0
87.4333,"(-0.0116601, 0.0839938, 6.24836e-05)","(0.579872, -0.0441905, 0.813508)","(0.0825518, 0.996575, -0.00486376)","(-0.811048, 0.0701583, 0.580758)","(0.516333, -0.0388384, 0.855507)","(0.0825518, 0.996575, -0.00486376)","(-0.852854, 0.0734678, 0.516955)","(0.0825518, 0.996575, -0.00486376)","(-0.223042, -0.965242, -0.136232)","(-0.897729, -0.408478, 0.165009)","(-0.0907278, -0.928128, 0.361036)","(-0.399554, 0.803754, -0.440835)","(-0.219059, -0.971861, 0.0865989)","(-0.46463, -0.877996, 0.11507)","(0.271799, -0.955901, -0.111261)","(0.412525, -0.909325, -0.0543286)",0
87.4667,"(-0.0128018, 0.087418, 6.7044e-05)","(0.593663, 0.0073079, 0.804681)","(0.0896345, 0.993065, -0.0760806)","(-0.800876, 0.118199, 0.587049)","(0.54084, 0.0142878, 0.841004)","(0.0896345, 0.993065, -0.0760805)","(-0.837237, 0.118347, 0.533881)","(0.0896345, 0.993065, -0.0760806)","(-0.206139, -0.97429, -0.0909202)","(-0.898037, -0.41772, 0.137983)","(-0.0913076, -0.910221, 0.40393)","(-0.426646, 0.796533, -0.428379)","(-0.276387, -0.952703, 0.126364)","(-0.51522, -0.84445, 0.14647)","(0.275973, -0.956881, -0.0906542)","(0.417864, -0.907398, -0.0449324)",0
87.5,"(-0.0134438, 0.0901147, 7.13762e-05)","(0.615916, 0.0481684, 0.786338)","(0.0922226, 0.98676, -0.133416)","(-0.783172, 0.155327, 0.602092)","(0.564243, 0.058061, 0.823565)","(0.0922226, 0.98676, -0.133416)","(-0.821112, 0.151941, 0.550172)","(0.0922226, 0.98676, -0.133416)","(-0.196705, -0.977888, -0.0710148)","(-0.901599, -0.41111, 0.134563)","(-0.0820741, -0.907834, 0.411219)","(-0.449307, 0.792107, -0.413147)","(-0.310627, -0.9373, 0.158051)","(-0.548874, -0.81677, 0.17783)","(0.273923, -0.957757, -0.0875664)","(0.427847, -0.90115, -0.0698298)",0
87.5333,"(-0.0134438, 0.0901147, 7.13762e-05)","(0.633018, 0.0784789, 0.770149)","(0.0932819, 0.979844, -0.176647)","(-0.768508, 0.183747, 0.612889)","(0.575295, 0.0918024, 0.812778)","(0.0932819, 0.979844, -0.176647)","(-0.812642, 0.177395, 0.555108)","(0.0932819, 0.979844, -0.176647)","(-0.19625, -0.97749, -0.0774521)","(-0.902567, -0.412172, 0.124446)","(-0.085961, -0.910464, 0.404557)","(-0.46256, 0.791933, -0.398597)","(-0.329378, -0.927683, 0.175825)","(-0.561464, -0.802306, 0.202642)","(0.281857, -0.955465, -0.0874186)","(0.434188, -0.896429, -0.0888611)",0
87.5667,"(-0.0145674, 0.0918455, 7.43214e-05)","(0.642375, 0.0766328, 0.762549)","(0.0946879, 0.979428, -0.178198)","(-0.760535, 0.186668, 0.621886)","(0.568889, 0.0936495, 0.817065)","(0.0946879, 0.979428, -0.178198)","(-0.816956, 0.178758, 0.548295)","(0.0946879, 0.979428, -0.178198)","(-0.20794, -0.972817, -0.101922)","(-0.905913, -0.407646, 0.114659)","(-0.0881345, -0.919243, 0.383698)","(-0.45552, 0.786788, -0.416493)","(-0.335247, -0.924294, 0.182455)","(-0.567545, -0.794332, 0.216634)","(0.287913, -0.952231, -0.101799)","(0.438392, -0.891937, -0.110731)",0
87.6,"(-0.0145674, 0.0918455, 7.43214e-05)","(0.644962, 0.0711035, 0.760899)","(0.0953781, 0.98039, -0.172449)","(-0.758283, 0.183782, 0.625485)","(0.566851, 0.0889033, 0.819009)","(0.0953781, 0.98039, -0.172449)","(-0.818313, 0.175882, 0.547202)","(0.0953781, 0.98039, -0.172449)","(-0.231419, -0.96574, -0.117436)","(-0.911105, -0.396117, 0.113925)","(-0.0884535, -0.92413, 0.371699)","(-0.416202, 0.801111, -0.430113)","(-0.335673, -0.923333, 0.186494)","(-0.571323, -0.789732, 0.223412)","(0.291975, -0.950703, -0.104469)","(0.439046, -0.891492, -0.111719)",0
87.6333,"(-0.0156186, 0.089854, 7.44767e-05)","(0.64458, 0.0551901, 0.762542)","(0.0958866, 0.983682, -0.152232)","(-0.758613, 0.171219, 0.628642)","(0.5615, 0.0727959, 0.824268)","(0.0958866, 0.983682, -0.152232)","(-0.821985, 0.164551, 0.545219)","(0.0958866, 0.983682, -0.152232)","(-0.261293, -0.956771, -0.127735)","(-0.918006, -0.380105, 0.113072)","(-0.0849097, -0.9294, 0.359175)","(-0.365042, 0.819652, -0.441491)","(-0.33407, -0.924014, 0.185997)","(-0.574339, -0.787176, 0.224695)","(0.294088, -0.949531, -0.109104)","(0.443124, -0.888798, -0.116959)",0
87.6667,"(-0.0156186, 0.089854, 7.44767e-05)","(0.644875, 0.0400583, 0.763238)","(0.0960287, 0.98647, -0.132874)","(-0.758366, 0.158938, 0.632155)","(0.559836, 0.0568201, 0.826653)","(0.0960287, 0.98647, -0.132874)","(-0.823118, 0.153804, 0.546645)","(0.0960287, 0.98647, -0.132874)","(-0.28554, -0.948215, -0.139121)","(-0.922645, -0.368426, 0.113971)","(-0.0789093, -0.935714, 0.34382)","(-0.323747, 0.838609, -0.43809)","(-0.330988, -0.92499, 0.186653)","(-0.576736, -0.785529, 0.224319)","(0.294276, -0.948254, -0.119227)","(0.448779, -0.884169, -0.12978)",0
87.7,"(-0.0162641, 0.0865317, 7.34877e-05)","(0.644016, 0.0206849, 0.764733)","(0.0973341, 0.989296, -0.108718)","(-0.758879, 0.144438, 0.635013)","(0.550319, 0.0374596, 0.834114)","(0.0973341, 0.989296, -0.108718)","(-0.829309, 0.141126, 0.540675)","(0.0973341, 0.989296, -0.108718)","(-0.298802, -0.942284, -0.151057)","(-0.92526, -0.36402, 0.106691)","(-0.0778504, -0.939378, 0.333927)","(-0.307698, 0.843533, -0.440197)","(-0.325638, -0.926543, 0.188354)","(-0.580128, -0.78312, 0.223998)","(0.291207, -0.947638, -0.131075)","(0.452019, -0.880501, -0.142816)",0
87.7333,"(-0.0162641, 0.0865317, 7.34877e-05)","(0.64273, 0.00758247, 0.766056)","(0.0996164, 0.990633, -0.0933972)","(-0.759637, 0.136359, 0.635891)","(0.541321, 0.0247355, 0.840452)","(0.0996164, 0.990633, -0.0933972)","(-0.834907, 0.13445, 0.533716)","(0.0996164, 0.990633, -0.0933972)","(-0.306715, -0.938189, -0.160397)","(-0.926127, -0.36311, 0.102177)","(-0.081976, -0.940011, 0.33115)","(-0.306728, 0.84298, -0.44193)","(-0.314153, -0.929988, 0.190868)","(-0.582573, -0.78155, 0.223135)","(0.282187, -0.949424, -0.13771)","(0.452182, -0.879882, -0.146081)",0
87.7667,"(-0.0164269, 0.0844743, 7.29047e-05)","(0.639561, -0.0016659, 0.768739)","(0.102654, 0.991227, -0.083254)","(-0.761855, 0.132169, 0.63412)","(0.53049, 0.0162498, 0.847536)","(0.102654, 0.991227, -0.083254)","(-0.84145, 0.131188, 0.524168)","(0.102654, 0.991227, -0.083254)","(-0.310904, -0.935886, -0.165699)","(-0.926812, -0.362796, 0.0969467)","(-0.0887527, -0.93963, 0.330482)","(-0.321972, 0.829011, -0.457247)","(-0.300555, -0.934001, 0.193156)","(-0.583954, -0.780983, 0.221503)","(0.271128, -0.952804, -0.136583)","(0.450195, -0.882277, -0.137518)",0
87.8,"(-0.0164269, 0.0844743, 7.29047e-05)","(0.636365, -0.00348694, 0.77138)","(0.10388, 0.991268, -0.081217)","(-0.764361, 0.131814, 0.631171)","(0.526174, 0.0145229, 0.850253)","(0.10388, 0.991268, -0.081217)","(-0.844008, 0.131058, 0.520071)","(0.10388, 0.991268, -0.081217)","(-0.311473, -0.935082, -0.169134)","(-0.92525, -0.366449, 0.0981197)","(-0.103696, -0.939823, 0.325546)","(-0.348881, 0.810494, -0.470512)","(-0.29061, -0.93686, 0.194522)","(-0.584637, -0.78109, 0.219311)","(0.26321, -0.956073, -0.129011)","(0.448005, -0.885872, -0.120507)",0
87.8333,"(-0.0164269, 0.0844743, 7.29047e-05)","(0.633094, -0.00362584, 0.774067)","(0.101918, 0.991672, -0.0787308)","(-0.767338, 0.128737, 0.628188)","(0.526848, 0.0133388, 0.849855)","(0.101918, 0.991672, -0.0787308)","(-0.843832, 0.12809, 0.521096)","(0.101918, 0.991672, -0.0787308)","(-0.307933, -0.93534, -0.174115)","(-0.922163, -0.373251, 0.101483)","(-0.120285, -0.94081, 0.316871)","(-0.371622, 0.796941, -0.476216)","(-0.287346, -0.937894, 0.194389)","(-0.583688, -0.782456, 0.216959)","(0.261027, -0.957535, -0.122444)","(0.443945, -0.889664, -0.10682)",0
87.8667,"(-0.0164269, 0.0844743, 7.29047e-05)","(0.632223, -0.00406992, 0.774776)","(0.0958793, 0.992712, -0.0730129)","(-0.768839, 0.120445, 0.627996)","(0.537503, 0.0102618, 0.843199)","(0.0958793, 0.992712, -0.0730129)","(-0.837818, 0.120054, 0.532586)","(0.0958793, 0.992712, -0.0730129)","(-0.296419, -0.938936, -0.174742)","(-0.914562, -0.386075, 0.12051)","(-0.132606, -0.941138, 0.310926)","(-0.393496, 0.805989, -0.442203)","(-0.281671, -0.940969, 0.187719)","(-0.576708, -0.789537, 0.209854)","(0.257677, -0.959449, -0.114286)","(0.437074, -0.894017, -0.098491)",0
87.9,"(-0.0135208, 0.0846584, 7.08457e-05)","(0.633138, -0.00292394, 0.774034)","(0.0859957, 0.99407, -0.0665503)","(-0.769232, 0.108704, 0.629655)","(0.551683, 0.00830552, 0.834012)","(0.0859957, 0.99407, -0.0665503)","(-0.82961, 0.108453, 0.54771)","(0.0859957, 0.99407, -0.0665503)","(-0.277847, -0.945942, -0.167319)","(-0.901483, -0.406825, 0.147721)","(-0.141133, -0.937483, 0.318132)","(-0.416205, 0.813735, -0.40572)","(-0.261599, -0.9515, 0.161905)","(-0.56052, -0.806095, 0.189814)","(0.245472, -0.964784, -0.0945272)","(0.425251, -0.900909, -0.0867421)",0
87.9333,"(-0.0135208, 0.0846584, 7.08457e-05)","(0.63201, -0.00140108, 0.774959)","(0.0734949, 0.995595, -0.0582101)","(-0.77145, 0.0937433, 0.629347)","(0.555156, 0.00752337, 0.831712)","(0.0734949, 0.995595, -0.0582101)","(-0.828482, 0.0934586, 0.552163)","(0.0734949, 0.995595, -0.0582101)","(-0.254983, -0.954756, -0.153051)","(-0.884162, -0.425001, 0.193988)","(-0.158448, -0.926275, 0.341919)","(-0.437708, 0.822343, -0.363543)","(-0.235656, -0.963214, 0.129171)","(-0.538705, -0.826848, 0.161616)","(0.229875, -0.970636, -0.0708789)","(0.410001, -0.909388, -0.0700972)",0
87.9667,"(-0.0102938, 0.0872441, 6.4805e-05)","(0.623669, -0.00221312, 0.781686)","(0.0599998, 0.997167, -0.0453634)","(-0.77942, 0.0752628, 0.621964)","(0.54011, 0.00533542, 0.841577)","(0.0599998, 0.997167, -0.0453634)","(-0.839487, 0.0751672, 0.538156)","(0.0599998, 0.997167, -0.0453634)","(-0.234279, -0.96173, -0.142089)","(-0.86908, -0.44246, 0.221201)","(-0.184388, -0.910626, 0.369812)","(-0.446074, 0.819637, -0.359462)","(-0.211984, -0.972405, 0.0974205)","(-0.514079, -0.846926, 0.135793)","(0.216033, -0.975065, -0.0507678)","(0.390663, -0.91907, -0.051894)",0
88,"(-0.00850744, 0.0890891, 6.13682e-05)","(0.613001, -0.0066573, 0.790054)","(0.0455562, 0.998591, -0.027225)","(-0.788825, 0.0527524, 0.612349)","(0.533082, -0.00118959, 0.846063)","(0.0455562, 0.998591, -0.027225)","(-0.844915, 0.0530562, 0.532263)","(0.0455562, 0.998591, -0.027225)","(-0.216263, -0.96565, -0.14405)","(-0.855299, -0.447832, 0.260596)","(-0.201716, -0.898762, 0.389279)","(-0.448101, 0.837841, -0.311815)","(-0.18971, -0.978201, 0.0844607)","(-0.48276, -0.86716, 0.122378)","(0.205385, -0.977586, -0.0462925)","(0.363801, -0.930474, -0.0432059)",0
88.0333,"(-0.00649065, 0.0908611, 5.67051e-05)","(0.605762, -0.0126975, 0.795545)","(0.0327571, 0.999423, -0.00902941)","(-0.795011, 0.0315364, 0.605775)","(0.536267, -0.00964037, 0.843993)","(0.0327571, 0.999423, -0.0090294)","(-0.843469, 0.0323865, 0.5362)","(0.0327571, 0.999423, -0.00902941)","(-0.198916, -0.970758, -0.13439)","(-0.847182, -0.452875, 0.277824)","(-0.203764, -0.892782, 0.401773)","(-0.453103, 0.849282, -0.270958)","(-0.162119, -0.984435, 0.0678663)","(-0.434761, -0.893877, 0.109395)","(0.200001, -0.978529, -0.0498046)","(0.323177, -0.945482, -0.0402448)",0
88.0667,"(-0.00456877, 0.092673, 5.14453e-05)","(0.599711, -0.0160253, 0.800056)","(0.0206766, 0.999776, 0.00443077)","(-0.799965, 0.0138956, 0.599886)","(0.540975, -0.0150228, 0.840905)","(0.0206766, 0.999776, 0.00443077)","(-0.840804, 0.0150116, 0.541132)","(0.0206766, 0.999776, 0.00443077)","(-0.194128, -0.971983, -0.132527)","(-0.851473, -0.45404, 0.262377)","(-0.188566, -0.897627, 0.398383)","(-0.436031, 0.857227, -0.273933)","(-0.115393, -0.992588, 0.0381267)","(-0.376836, -0.921179, 0.0970749)","(0.192312, -0.979686, -0.0568375)","(0.27632, -0.960393, -0.0359563)",0
88.1,"(-0.00456877, 0.092673, 5.14453e-05)","(0.58599, -0.0158598, 0.810163)","(0.0129417, 0.999865, 0.0100773)","(-0.810209, 0.00452078, 0.586124)","(0.532238, -0.0155198, 0.846453)","(0.0129417, 0.999865, 0.0100774)","(-0.846492, 0.00556888, 0.532372)","(0.0129417, 0.999865, 0.0100773)","(-0.212779, -0.969478, -0.12181)","(-0.87197, -0.450213, 0.192293)","(-0.141294, -0.912848, 0.383073)","(-0.396986, 0.857339, -0.327676)","(-0.0515948, -0.998667, -0.00141321)","(-0.308644, -0.947587, 0.0825725)","(0.181327, -0.980926, -0.0700397)","(0.231468, -0.972393, -0.0295692)",0
88.1333,"(-0.00200915, 0.0932382, 4.36779e-05)","(0.574075, -0.0150746, 0.818664)","(0.0114831, 0.99988, 0.0103801)","(-0.818722, 0.00340728, 0.57418)","(0.530811, -0.0149517, 0.847358)","(0.0114831, 0.99988, 0.0103801)","(-0.847412, 0.00421029, 0.53092)","(0.0114831, 0.99988, 0.0103801)","(-0.249747, -0.961092, -0.118015)","(-0.88727, -0.444298, 0.123903)","(-0.075389, -0.92362, 0.375823)","(-0.351142, 0.875567, -0.331784)","(0.0145658, -0.99929, -0.0347474)","(-0.23916, -0.968061, 0.0752348)","(0.161134, -0.982571, -0.0926783)","(0.192966, -0.980873, -0.0255213)",0
