time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r
4.040005,"(-0.000028, 0.025872, -0.009766)","(-0.001155, 0.899812, 0.436277)","(-0.621614, -0.780721, -0.063804)","(0.232998, -0.176628, -0.956302)","(-0.207814, -0.661255, 0.720802)","(0.237468, -0.939025, 0.24868)","(0.093773, -0.976037, 0.196366)","(-0.059163, -0.208769, 0.976174)","(0.090966, -0.938726, -0.332443)","(0.015012, -0.805962, -0.591777)"
4.086292,"(-0.000059, 0.026518, -0.012124)","(-0.010628, 0.941841, 0.335891)","(-0.663239, -0.733661, 0.147836)","(0.256647, -0.033822, -0.965913)","(-0.109513, -0.322882, 0.940082)","(0.195501, -0.975784, -0.098107)","(0.09454, -0.990181, 0.102977)","(-0.106735, -0.265746, 0.958116)","(0.087535, -0.879612, -0.467568)","(0.037359, -0.99801, -0.050799)"
4.134754,"(-0.000005, -0.029955, -0.011035)","(-0.027023, 0.987259, 0.156808)","(-0.69208, -0.659848, 0.292619)","(0.295834, 0.072689, -0.95247)","(-0.003866, 0.014987, 0.99988)","(0.198015, -0.893296, -0.4035)","(0.101802, -0.965734, -0.238735)","(-0.119044, -0.432473, 0.893754)","(0.077578, -0.762149, -0.642737)","(0.019394, -0.985891, 0.166259)"
4.179562,"(0.00006, -0.134268, -0.005735)","(-0.044852, 0.997832, -0.048159)","(-0.704394, -0.605716, 0.37005)","(0.327161, 0.134173, -0.935395)","(0.072611, 0.228711, 0.970783)","(0.228311, -0.769364, -0.596619)","(0.10952, -0.910551, -0.398626)","(-0.131689, -0.434498, 0.890993)","(0.070023, -0.597988, -0.79844)","(0.008233, -0.9933, 0.115275)"
4.225025,"(-0.000043, -0.168615, 0.00271)","(-0.055339, 0.983138, -0.17429)","(-0.705797, -0.596655, 0.381907)","(0.339186, 0.148365, -0.928946)","(0.088504, 0.267225, 0.959561)","(0.253143, -0.703304, -0.664291)","(0.11407, -0.89785, -0.425268)","(-0.14082, -0.379617, 0.914364)","(0.068468, -0.554422, -0.829415)","(0.015497, -0.996501, 0.082138)"
4.271538,"(0.00007, -0.128785, 0.018258)","(-0.058186, 0.976327, -0.208327)","(-0.686259, -0.662406, 0.300445)","(0.362297, 0.118377, -0.924515)","(0.069166, 0.156713, 0.985219)","(0.257542, -0.686975, -0.679513)","(0.114538, -0.952135, -0.283409)","(-0.144416, -0.483714, 0.863229)","(0.05725, -0.387949, -0.919901)","(0.00827, -0.99996, -0.003347)"
4.317356,"(0.000119, -0.044725, 0.035936)","(-0.055011, 0.987986, -0.144419)","(-0.633222, -0.770075, 0.077551)","(0.414707, 0.03688, -0.909208)","(0.031897, -0.116727, 0.992652)","(0.246894, -0.716455, -0.652484)","(0.083009, -0.99636, 0.019399)","(-0.144086, -0.800658, 0.581537)","(0.051419, -0.250833, -0.966664)","(-0.011967, -0.910678, -0.412944)"
4.362602,"(-0.000006, 0.013368, 0.035324)","(-0.046234, 0.998876, 0.010413)","(-0.541771, -0.801232, -0.25399)","(0.478602, -0.084316, -0.873974)","(0.003709, -0.471695, 0.881754)","(0.230141, -0.779862, -0.582109)","(0.027414, -0.924402, 0.380433)","(-0.130219, -0.966907, 0.219397)","(0.058068, -0.150131, -0.986959)","(-0.04409, -0.914651, -0.401832)"
4.4091,"(0.000016, 0.019802, 0.020669)","(-0.032415, 0.977889, 0.206599)","(-0.447228, -0.708403, -0.546033)","(0.542176, -0.218846, -0.811266)","(-0.007046, -0.741062, 0.671399)","(0.226276, -0.853384, -0.469612)","(-0.031187, -0.694899, 0.718431)","(-0.125048, -0.98053, 0.151409)","(0.07471, -0.17842, -0.981114)","(-0.057679, -0.938914, -0.339285)"
4.458702,"(0.000015, 0.006518, 0.002846)","(-0.016619, 0.928713, 0.370427)","(-0.375397, -0.578155, -0.724441)","(0.594088, -0.350101, -0.724216)","(-0.028369, -0.879557, 0.474948)","(0.240362, -0.918202, -0.314851)","(-0.062566, -0.480342, 0.874847)","(-0.127105, -0.965677, 0.226521)","(0.083831, -0.310778, -0.946779)","(-0.056112, -0.934582, -0.351294)"
4.542637,"(-0.00001, 0.012873, -0.006802)","(-0.002375, 0.895279, 0.445499)","(-0.32651, -0.444532, -0.834136)","(0.638112, -0.505037, -0.581163)","(-0.09061, -0.949515, 0.300351)","(0.262103, -0.964327, -0.037082)","(-0.060271, -0.389607, 0.919007)","(-0.119814, -0.965967, 0.229242)","(0.084506, -0.508701, -0.856786)","(-0.059936, -0.946509, -0.317061)"
4.582428,"(0.000077, 0.025137, -0.012207)","(0.021457, 0.944611, 0.32749)","(-0.262394, -0.146727, -0.95374)","(0.671625, -0.738912, -0.054117)","(-0.277504, -0.956386, -0.091203)","(0.20186, -0.593894, 0.778809)","(0.013015, -0.314289, 0.949238)","(-0.110113, -0.988633, 0.102368)","(0.051356, -0.997949, -0.038221)","(-0.065347, -0.882837, -0.465111)"
4.631226,"(-0.000032, -0.022317, -0.01139)","(0.035047, 0.984269, 0.173168)","(-0.230583, -0.025492, -0.972719)","(0.653834, -0.726725, 0.210647)","(-0.351031, -0.898476, -0.263663)","(0.140557, -0.176473, 0.974218)","(0.072313, -0.440431, 0.89487)","(-0.109239, -0.974873, -0.194138)","(0.016245, -0.990311, 0.137914)","(-0.064214, -0.778199, -0.624727)"
4.694626,"(-0.000069, -0.124897, -0.006575)","(0.048968, 0.998197, -0.034702)","(-0.205566, 0.068146, -0.976268)","(0.627111, -0.669721, 0.39775)","(-0.407911, -0.815823, -0.409928)","(0.080649, 0.209238, 0.974533)","(0.109489, -0.443645, 0.889489)","(-0.115805, -0.916341, -0.383286)","(0.004517, -0.995053, 0.099245)","(-0.057696, -0.617963, -0.784088)"
4.76231,"(0.000003, -0.158732, 0.006963)","(0.057588, 0.978883, -0.19614)","(-0.203757, 0.07454, -0.97618)","(0.61178, -0.677467, 0.408368)","(-0.414867, -0.770774, -0.483522)","(0.027393, 0.337063, 0.941084)","(0.122262, -0.396476, 0.909868)","(-0.126635, -0.912296, -0.389462)","(-0.00194, -0.998256, 0.059002)","(-0.050985, -0.531703, -0.845395)"
4.80434,"(-0.000094, -0.060798, 0.032961)","(0.054597, 0.984737, -0.165264)","(-0.245555, -0.112211, -0.962866)","(0.609298, -0.79102, 0.05517)","(-0.342239, -0.84184, -0.417347)","(0.125413, 0.118809, 0.984965)","(0.110997, -0.735773, 0.668071)","(-0.124285, -0.990599, -0.05715)","(0.037604, -0.923964, -0.380628)","(-0.019496, -0.330123, -0.943737)"
4.852676,"(0.000035, 0.001852, 0.036724)","(0.044241, 0.998179, -0.041002)","(-0.311787, -0.293509, -0.903682)","(0.538401, -0.776135, -0.328235)","(-0.316909, -0.902376, -0.292037)","(0.249459, -0.17593, 0.95227)","(0.104033, -0.947785, 0.301464)","(-0.100855, -0.973072, 0.207264)","(0.064692, -0.888014, -0.455242)","(-0.002609, -0.234593, -0.97209)"
4.895489,"(-0.000003, 0.023822, 0.026745)","(0.026353, 0.98606, 0.164289)","(-0.396271, -0.527836, -0.751239)","(0.395139, -0.605605, -0.69073)","(-0.277233, -0.95845, -0.0672)","(0.343141, -0.504475, 0.792313)","(0.099264, -0.986279, 0.131909)","(-0.066867, -0.827553, 0.557392)","(0.083349, -0.931793, -0.353291)","(0.011195, -0.151085, -0.988457)"
4.946018,"(0.000037, 0.007609, 0.009273)","(0.011299, 0.944283, 0.32894)","(-0.478077, -0.680632, -0.555143)","(0.295484, -0.438384, -0.848828)","(-0.264675, -0.950288, 0.164014)","(0.34667, -0.691089, 0.634206)","(0.096355, -0.972809, 0.210617)","(-0.044375, -0.58975, 0.806366)","(0.090199, -0.922978, -0.374133)","(0.015106, -0.222537, -0.974807)"
4.991558,"(-0.000002, 0.005429, -0.004866)","(0.001182, 0.899928, 0.436037)","(-0.564001, -0.770843, -0.296149)","(0.242058, -0.306947, -0.92043)","(-0.255001, -0.858938, 0.444073)","(0.292848, -0.825701, 0.48214)","(0.094896, -0.966271, 0.239406)","(-0.042793, -0.491583, 0.869779)","(0.09181, -0.927938, -0.361251)","(0.015891, -0.322511, -0.946432)"
5.037491,"(-0.000028, 0.02588, -0.009767)","(-0.001157, 0.899822, 0.436256)","(-0.621639, -0.78071, -0.063699)","(0.233004, -0.176562, -0.956313)","(-0.207781, -0.661131, 0.720925)","(0.237444, -0.939067, 0.248542)","(0.093772, -0.976039, 0.196353)","(-0.059181, -0.208697, 0.976188)","(0.090966, -0.938718, -0.332465)","(0.015019, -0.806146, -0.591526)"
5.082886,"(-0.00006, 0.027613, -0.012104)","(-0.009897, 0.939042, 0.34366)","(-0.661761, -0.736817, 0.138467)","(0.255188, -0.040397, -0.966047)","(-0.115525, -0.342046, 0.932555)","(0.197282, -0.977121, -0.079467)","(0.094316, -0.988995, 0.113991)","(-0.104537, -0.255274, 0.961201)","(0.08796, -0.884669, -0.457846)","(0.036467, -0.996629, -0.073497)"
5.128422,"(0.000013, -0.02368, -0.011256)","(-0.025725, 0.984889, 0.171263)","(-0.690761, -0.664749, 0.284529)","(0.293559, 0.066748, -0.953608)","(-0.010982, -0.006138, 0.999921)","(0.197345, -0.901648, -0.384819)","(0.10149, -0.97142, -0.214574)","(-0.11868, -0.425058, 0.897352)","(0.078199, -0.77093, -0.632101)","(0.021134, -0.986743, 0.16091)"
5.174316,"(0.000047, -0.12248, -0.006698)","(-0.042777, 0.998802, -0.023772)","(-0.703446, -0.610566, 0.363831)","(0.324051, 0.129159, -0.937181)","(0.065979, 0.211191, 0.975216)","(0.223919, -0.783585, -0.579529)","(0.108066, -0.909665, -0.401039)","(-0.129418, -0.446658, 0.885295)","(0.071051, -0.619512, -0.781765)","(0.006559, -0.992264, 0.123975)"
5.221161,"(-0.000062, -0.169006, 0.001499)","(-0.054501, 0.984943, -0.164063)","(-0.706233, -0.594806, 0.383982)","(0.338126, 0.148796, -0.929264)","(0.089142, 0.270275, 0.958647)","(0.251138, -0.707815, -0.660249)","(0.114023, -0.899319, -0.422165)","(-0.140239, -0.380637, 0.914029)","(0.06845, -0.555369, -0.828782)","(0.015313, -0.996301, 0.08456)"
5.269054,"(0.000036, -0.134516, 0.016795)","(-0.058198, 0.976157, -0.20912)","(-0.689802, -0.653017, 0.312637)","(0.359363, 0.123029, -0.925053)","(0.07177, 0.172947, 0.982313)","(0.258214, -0.686462, -0.679776)","(0.115523, -0.945388, -0.304787)","(-0.143959, -0.468439, 0.871688)","(0.058294, -0.403198, -0.913254)","(0.009059, -0.999517, 0.029723)"
5.315029,"(0.00012, -0.049197, 0.035285)","(-0.055315, 0.987077, -0.150395)","(-0.637442, -0.764801, 0.093528)","(0.4117, 0.042665, -0.91032)","(0.033951, -0.098223, 0.994585)","(0.248089, -0.713667, -0.655081)","(0.085584, -0.996329, 0.001816)","(-0.144566, -0.782813, 0.605231)","(0.051416, -0.256792, -0.965098)","(-0.010403, -0.916398, -0.400133)"
5.360806,"(-0.000018, 0.011644, 0.035618)","(-0.046818, 0.998903, 0.001055)","(-0.546687, -0.803109, -0.23696)","(0.475939, -0.076853, -0.876114)","(0.004685, -0.454733, 0.890616)","(0.232063, -0.77581, -0.586742)","(0.030574, -0.931612, 0.362166)","(-0.131104, -0.963611, 0.232949)","(0.057414, -0.153176, -0.98653)","(-0.042473, -0.9121, -0.407762)"
5.408237,"(0.000021, 0.020181, 0.021577)","(-0.033029, 0.979459, 0.198921)","(-0.450565, -0.713532, -0.536529)","(0.539804, -0.21352, -0.814261)","(-0.006605, -0.733004, 0.680193)","(0.226071, -0.850517, -0.474881)","(-0.029167, -0.707767, 0.705844)","(-0.125003, -0.980865, 0.14926)","(0.074007, -0.171752, -0.982357)","(-0.057576, -0.938667, -0.339985)"
5.454502,"(0.000015, 0.006719, 0.0031)","(-0.016901, 0.929626, 0.368116)","(-0.376434, -0.5804, -0.722104)","(0.593251, -0.347724, -0.726045)","(-0.027683, -0.877923, 0.478001)","(0.239935, -0.917157, -0.318204)","(-0.062482, -0.481404, 0.874269)","(-0.127104, -0.965966, 0.225288)","(0.083926, -0.309765, -0.947102)","(-0.056156, -0.934722, -0.350915)"
5.498615,"(-0.000003, 0.011186, -0.006175)","(-0.003427, 0.896347, 0.443339)","(-0.330136, -0.457344, -0.825741)","(0.634467, -0.490011, -0.59778)","(-0.083457, -0.944788, 0.316876)","(0.261091, -0.962804, -0.069569)","(-0.06008, -0.412253, 0.909086)","(-0.120768, -0.965129, 0.232254)","(0.082864, -0.468633, -0.879498)","(-0.059328, -0.945001, -0.321642)"
5.543873,"(-0.000004, 0.02923, -0.010855)","(0.007726, 0.903701, 0.428096)","(-0.294176, -0.309199, -0.904355)","(0.665618, -0.647333, -0.371366)","(-0.171869, -0.977253, 0.124245)","(0.253414, -0.904141, 0.343964)","(-0.053378, -0.226203, 0.972617)","(-0.112855, -0.973303, 0.199865)","(0.09579, -0.872903, -0.478398)","(-0.064416, -0.945426, -0.319407)"
5.589668,"(0.00007, 0.024424, -0.012196)","(0.021877, 0.945982, 0.32348)","(-0.261304, -0.142458, -0.954686)","(0.671347, -0.739783, -0.044887)","(-0.280134, -0.955036, -0.097116)","(0.199954, -0.581649, 0.788481)","(0.015409, -0.318941, 0.947649)","(-0.110055, -0.989216, 0.096637)","(0.049568, -0.99836, -0.028653)","(-0.065314, -0.880035, -0.470396)"
5.635326,"(0.000035, -0.035965, -0.010925)","(0.037389, 0.98913, 0.142213)","(-0.227566, -0.004225, -0.973754)","(0.648968, -0.719149, 0.248326)","(-0.366748, -0.883486, -0.291458)","(0.130361, -0.106053, 0.985778)","(0.079178, -0.451885, 0.888555)","(-0.109246, -0.963909, -0.242787)","(0.013665, -0.989183, 0.146051)","(-0.063822, -0.757972, -0.649158)"
5.680931,"(-0.000074, -0.132184, -0.005947)","(0.049874, 0.997487, -0.050315)","(-0.204512, 0.072568, -0.976171)","(0.625394, -0.666321, 0.406077)","(-0.410567, -0.810187, -0.418369)","(0.076048, 0.229637, 0.970301)","(0.111702, -0.435137, 0.893409)","(-0.117246, -0.917351, -0.380421)","(0.002654, -0.995596, 0.093709)","(-0.056631, -0.604059, -0.794925)"
5.726791,"(0.000031, -0.164413, 0.002796)","(0.056626, 0.982629, -0.17673)","(-0.201256, 0.086131, -0.975745)","(0.614519, -0.660495, 0.431409)","(-0.41942, -0.772013, -0.47758)","(0.030081, 0.34092, 0.939611)","(0.12282, -0.381937, 0.915991)","(-0.123206, -0.903134, -0.411303)","(-0.005432, -0.998116, 0.061107)","(-0.054893, -0.56671, -0.822087)"
5.773731,"(-0.000092, -0.123305, 0.019051)","(0.05799, 0.976464, -0.207738)","(-0.219456, 0.017126, -0.975472)","(0.619675, -0.727366, 0.294859)","(-0.395979, -0.785846, -0.475024)","(0.049872, 0.280841, 0.958458)","(0.117525, -0.492426, 0.862383)","(-0.133777, -0.95594, -0.261311)","(0.013527, -0.998926, -0.044308)","(-0.034532, -0.409979, -0.911441)"
5.839485,"(-0.000024, -0.04019, 0.036492)","(0.05243, 0.988914, -0.138925)","(-0.262225, -0.155439, -0.952406)","(0.597464, -0.800636, -0.044947)","(-0.337251, -0.856294, -0.391181)","(0.15886, 0.045728, 0.986242)","(0.109189, -0.82124, 0.560038)","(-0.11818, -0.992981, 0.004819)","(0.044929, -0.894982, -0.443835)","(-0.015224, -0.31018, -0.950556)"
5.902386,"(0.000006, 0.023243, 0.030786)","(0.031485, 0.993817, 0.106471)","(-0.370903, -0.468116, -0.802059)","(0.435301, -0.661102, -0.611112)","(-0.28451, -0.94919, -0.134507)","(0.327188, -0.425409, 0.843786)","(0.099912, -0.984946, 0.141066)","(-0.075995, -0.883663, 0.461915)","(0.08013, -0.92565, -0.3698)","(0.008358, -0.159649, -0.987138)"
5.944035,"(0.000032, 0.005313, 0.006486)","(0.009445, 0.937211, 0.348636)","(-0.491384, -0.697727, -0.521266)","(0.286208, -0.418594, -0.861895)","(-0.264606, -0.943101, 0.201357)","(0.341099, -0.711337, 0.614534)","(0.095998, -0.970101, 0.222911)","(-0.043573, -0.571996, 0.819099)","(0.090714, -0.920936, -0.379009)","(0.015788, -0.228008, -0.973531)"
5.98991,"(-0.000002, 0.004901, -0.004542)","(0.001427, 0.901097, 0.433616)","(-0.561244, -0.768798, -0.306522)","(0.243398, -0.311931, -0.918399)","(-0.256182, -0.864457, 0.432534)","(0.29533, -0.820665, 0.489173)","(0.094913, -0.965978, 0.240579)","(-0.042523, -0.49796, 0.866157)","(0.09181, -0.927123, -0.363337)","(0.01599, -0.311827, -0.950005)"
6.03616,"(-0.000022, 0.025265, -0.009656)","(-0.000994, 0.899053, 0.437838)","(-0.619796, -0.781473, -0.071784)","(0.232623, -0.18159, -0.955464)","(-0.210273, -0.67066, 0.711338)","(0.239264, -0.935771, 0.259008)","(0.093832, -0.975838, 0.197324)","(-0.057837, -0.214461, 0.975019)","(0.090989, -0.93931, -0.330784)","(0.014505, -0.791809, -0.610596)"
6.080311,"(-0.000059, 0.028125, -0.012087)","(-0.009521, 0.937568, 0.347672)","(-0.660946, -0.738475, 0.133434)","(0.254353, -0.043998, -0.96611)","(-0.118685, -0.352176, 0.928378)","(0.19812, -0.977708, -0.069543)","(0.094206, -0.988348, 0.11956)","(-0.103302, -0.249863, 0.962755)","(0.088173, -0.887239, -0.452804)","(0.035915, -0.995663, -0.085828)"
6.126621,"(0.000028, -0.01913, -0.011402)","(-0.024737, 0.982942, 0.182245)","(-0.689826, -0.66838, 0.278224)","(0.291914, 0.062336, -0.954411)","(-0.016535, -0.022614, 0.999608)","(0.197332, -0.907733, -0.370246)","(0.101254, -0.975821, -0.193706)","(-0.118426, -0.418658, 0.900389)","(0.078699, -0.777096, -0.624443)","(0.022575, -0.987486, 0.15608)"
6.172199,"(0.000039, -0.118999, -0.006956)","(-0.042171, 0.998971, -0.016682)","(-0.703138, -0.612088, 0.361865)","(0.323185, 0.127553, -0.9377)","(0.063909, 0.205659, 0.976535)","(0.222696, -0.787814, -0.574244)","(0.107725, -0.909963, -0.400453)","(-0.128794, -0.449556, 0.883919)","(0.071332, -0.625437, -0.777007)","(0.006224, -0.991966, 0.126355)"
6.217674,"(-0.000064, -0.168903, 0.001045)","(-0.054131, 0.985702, -0.159569)","(-0.706336, -0.594395, 0.384427)","(0.337781, 0.148797, -0.929389)","(0.089284, 0.270953, 0.958443)","(0.250236, -0.709792, -0.658466)","(0.114041, -0.900496, -0.419646)","(-0.140011, -0.38178, 0.913587)","(0.068347, -0.554499, -0.829373)","(0.015187, -0.996234, 0.08537)"
6.263306,"(-0.000014, -0.139215, 0.015531)","(-0.058164, 0.976131, -0.209248)","(-0.692754, -0.644979, 0.322638)","(0.356632, 0.126738, -0.925609)","(0.073939, 0.18645, 0.979678)","(0.258315, -0.686401, -0.679799)","(0.116129, -0.939579, -0.322033)","(-0.143378, -0.456106, 0.878299)","(0.05937, -0.41723, -0.90686)","(0.009565, -0.998573, 0.052539)"
6.308678,"(0.000089, -0.060169, 0.032915)","(-0.055957, 0.985005, -0.163199)","(-0.646713, -0.751767, 0.128875)","(0.404277, 0.055406, -0.912957)","(0.038684, -0.056644, 0.997645)","(0.250181, -0.707727, -0.660705)","(0.091277, -0.995168, -0.036178)","(-0.145026, -0.738056, 0.658969)","(0.051624, -0.270175, -0.961426)","(-0.007371, -0.930944, -0.365088)"
6.355442,"(-0.000055, 0.006014, 0.036093)","(-0.048348, 0.998538, -0.024189)","(-0.560558, -0.806151, -0.189461)","(0.46722, -0.05761, -0.882262)","(0.007346, -0.406678, 0.913542)","(0.235536, -0.765355, -0.598962)","(0.039384, -0.949357, 0.311722)","(-0.133508, -0.952344, 0.274257)","(0.055687, -0.163802, -0.98492)","(-0.037919, -0.904377, -0.425047)"
6.42366,"(0.000025, 0.020936, 0.024057)","(-0.034826, 0.983773, 0.176007)","(-0.4607, -0.728328, -0.507242)","(0.532662, -0.197701, -0.822913)","(-0.005352, -0.707843, 0.70635)","(0.22554, -0.841961, -0.490136)","(-0.022922, -0.743847, 0.667956)","(-0.125035, -0.981412, 0.145589)","(0.071897, -0.154828, -0.985322)","(-0.057025, -0.937569, -0.343094)"
6.469154,"(-0.000012, 0.00507, -0.000867)","(-0.012081, 0.914799, 0.403729)","(-0.358706, -0.539971, -0.761421)","(0.608112, -0.391936, -0.690353)","(-0.041745, -0.90482, 0.423744)","(0.247864, -0.93573, -0.250944)","(-0.063565, -0.45986, 0.885714)","(-0.12619, -0.962679, 0.239425)","(0.082999, -0.340718, -0.936495)","(-0.056108, -0.934849, -0.350585)"
6.572483,"(-0.000023, 0.01785, -0.008254)","(0.00013, 0.894239, 0.447589)","(-0.317269, -0.411163, -0.854568)","(0.646649, -0.543492, -0.535222)","(-0.109728, -0.960115, 0.257175)","(0.263148, -0.963382, 0.05147)","(-0.061736, -0.326621, 0.943137)","(-0.117266, -0.968443, 0.219926)","(0.089795, -0.621081, -0.778585)","(-0.061524, -0.950329, -0.305105)"
6.587029,"(-0.000178, -0.005968, -0.0118)","(0.031699, 0.975972, 0.21558)","(-0.231481, -0.061458, -0.970896)","(0.659452, -0.736256, 0.151824)","(-0.320514, -0.921134, -0.22087)","(0.155247, -0.280853, 0.947111)","(0.060364, -0.417127, 0.906842)","(-0.109836, -0.98824, -0.106388)","(0.021947, -0.992963, 0.116375)","(-0.064179, -0.802647, -0.592992)"
6.635952,"(0.000015, -0.030698, -0.011107)","(0.03654, 0.987453, 0.153628)","(-0.228753, -0.011519, -0.973416)","(0.650807, -0.721951, 0.235027)","(-0.36156, -0.888788, -0.281658)","(0.134025, -0.131266, 0.982246)","(0.07678, -0.448253, 0.890603)","(-0.109127, -0.967899, -0.226413)","(0.014436, -0.989422, 0.144348)","(-0.064023, -0.766034, -0.639604)"
6.711491,"(-0.000074, -0.133255, -0.005848)","(0.050009, 0.99736, -0.052651)","(-0.204375, 0.073201, -0.976152)","(0.625139, -0.665843, 0.407252)","(-0.410956, -0.80935, -0.419606)","(0.075354, 0.232583, 0.969653)","(0.112024, -0.433798, 0.894019)","(-0.117479, -0.91756, -0.379846)","(0.002368, -0.995675, 0.092872)","(-0.056466, -0.601959, -0.796528)"
6.754745,"(0.000064, -0.143499, 0.013247)","(0.05818, 0.976373, -0.208113)","(-0.209258, 0.049551, -0.976604)","(0.616294, -0.699883, 0.361035)","(-0.405212, -0.775916, -0.483485)","(0.033307, 0.318183, 0.947444)","(0.119215, -0.4368, 0.891624)","(-0.132093, -0.933371, -0.333721)","(0.006119, -0.998532, 0.053824)","(-0.042638, -0.463313, -0.885169)"
6.800503,"(-0.000013, -0.074875, 0.030063)","(0.055749, 0.982203, -0.179359)","(-0.242225, -0.073736, -0.967414)","(0.615009, -0.779993, 0.115652)","(-0.364411, -0.822633, -0.436439)","(0.105544, 0.161953, 0.981138)","(0.111307, -0.675651, 0.72877)","(-0.127677, -0.987129, -0.096312)","(0.033252, -0.944435, -0.327014)","(-0.022637, -0.34311, -0.939023)"
6.845444,"(0.000041, -0.002586, 0.036757)","(0.045464, 0.997426, -0.05545)","(-0.30558, -0.273904, -0.91192)","(0.548431, -0.783398, -0.292422)","(-0.321124, -0.895827, -0.307203)","(0.23834, -0.146605, 0.960053)","(0.104529, -0.937983, 0.330547)","(-0.10339, -0.97807, 0.180804)","(0.062525, -0.883577, -0.464092)","(-0.004107, -0.245183, -0.969468)"
6.892147,"(0.00001, 0.023837, 0.028965)","(0.029138, 0.990682, 0.133044)","(-0.382923, -0.495749, -0.779489)","(0.416541, -0.636251, -0.649368)","(-0.281347, -0.953942, -0.104109)","(0.335384, -0.462747, 0.820599)","(0.099657, -0.985784, 0.135269)","(-0.071771, -0.859646, 0.505823)","(0.08165, -0.929113, -0.360669)","(0.009734, -0.153377, -0.98812)"
6.938763,"(0.000032, 0.008803, 0.010648)","(0.012242, 0.947732, 0.318833)","(-0.471662, -0.671654, -0.571328)","(0.300561, -0.448643, -0.841654)","(-0.264825, -0.953189, 0.145942)","(0.348907, -0.680583, 0.64426)","(0.096549, -0.974117, 0.204389)","(-0.045207, -0.600885, 0.798056)","(0.089919, -0.923989, -0.371697)","(0.014997, -0.218644, -0.975689)"
6.984741,"(0.000001, 0.003713, -0.003635)","(0.002149, 0.904636, 0.42618)","(-0.553723, -0.762729, -0.334118)","(0.247493, -0.324912, -0.912787)","(-0.258967, -0.878102, 0.402336)","(0.301933, -0.807471, 0.506781)","(0.094957, -0.965313, 0.243215)","(-0.042168, -0.509799, 0.85926)","(0.09181, -0.924916, -0.368919)","(0.016283, -0.290671, -0.956685)"
7.032063,"(0.000003, 0.02336, -0.009292)","(-0.000528, 0.897005, 0.44202)","(-0.614084, -0.783213, -0.097352)","(0.23164, -0.197055, -0.952635)","(-0.217844, -0.699185, 0.680944)","(0.245179, -0.924913, 0.290556)","(0.093912, -0.975077, 0.20101)","(-0.054207, -0.235053, 0.97047)","(0.091034, -0.940769, -0.326598)","(0.013329, -0.745044, -0.666882)"
7.078991,"(-0.000048, 0.029442, -0.01201)","(-0.0084, 0.933066, 0.359608)","(-0.658294, -0.743524, 0.117564)","(0.25157, -0.055524, -0.966245)","(-0.128337, -0.383337, 0.914649)","(0.200433, -0.97894, -0.038758)","(0.093891, -0.986311, 0.135556)","(-0.099248, -0.233893, 0.967184)","(0.088776, -0.894763, -0.437627)","(0.033939, -0.991559, -0.125138)"
7.125,"(0.000034, -0.01686, -0.011469)","(-0.02423, 0.981892, 0.187886)","(-0.689358, -0.670226, 0.274923)","(0.291081, 0.060079, -0.95481)","(-0.019437, -0.031226, 0.999323)","(0.197454, -0.910779, -0.362622)","(0.101122, -0.978027, -0.182312)","(-0.1183, -0.415124, 0.90204)","(0.078969, -0.780185, -0.620544)","(0.023351, -0.987897, 0.153346)"
7.171577,"(0.000031, -0.115822, -0.007182)","(-0.041617, 0.999081, -0.010228)","(-0.702845, -0.613514, 0.360013)","(0.322418, 0.126026, -0.938171)","(0.06197, 0.200447, 0.977743)","(0.221604, -0.791704, -0.569295)","(0.10745, -0.910511, -0.399279)","(-0.128248, -0.451874, 0.882815)","(0.071578, -0.630651, -0.772758)","(0.005994, -0.9917, 0.128438)"
7.217041,"(-0.000064, -0.168843, 0.000914)","(-0.054018, 0.985928, -0.158206)","(-0.706359, -0.594308, 0.38452)","(0.337686, 0.148777, -0.929426)","(0.089312, 0.271092, 0.958401)","(0.249962, -0.710395, -0.657919)","(0.114048, -0.90089, -0.418796)","(-0.139943, -0.382183, 0.913429)","(0.06831, -0.554148, -0.82961)","(0.015144, -0.996215, 0.085596)"
7.262386,"(-0.000023, -0.140035, 0.015301)","(-0.058154, 0.97614, -0.209212)","(-0.693254, -0.643576, 0.32436)","(0.356143, 0.127372, -0.92571)","(0.07432, 0.188793, 0.979201)","(0.258303, -0.686425, -0.67978)","(0.116212, -0.938555, -0.324976)","(-0.143276, -0.453963, 0.879426)","(0.059573, -0.41983, -0.905646)","(0.009656, -0.998388, 0.055922)"
7.309227,"(0.000082, -0.061935, 0.032549)","(-0.056051, 0.984682, -0.165107)","(-0.648111, -0.749612, 0.134289)","(0.403034, 0.057346, -0.913387)","(0.039437, -0.050197, 0.99796)","(0.250416, -0.706854, -0.661551)","(0.092138, -0.994851, -0.042224)","(-0.145039, -0.730736, 0.667074)","(0.051685, -0.272407, -0.960793)","(-0.00694, -0.933331, -0.358951)"
7.354122,"(-0.000052, 0.006549, 0.036068)","(-0.048221, 0.998594, -0.022039)","(-0.559347, -0.80601, -0.193597)","(0.468038, -0.059205, -0.881723)","(0.007111, -0.410906, 0.91165)","(0.235324, -0.766221, -0.597937)","(0.038623, -0.947941, 0.316094)","(-0.133307, -0.95345, 0.270486)","(0.055829, -0.162769, -0.985084)","(-0.038314, -0.905058, -0.42356)"
